row_id,action_id,dilemma_id,situation,description,consequence,values,topic_group,text
1330,dd_23052_to_do,dd_23052,"A group of friends are discussing domestic violence and one of them starts making fun of men who get abused by women. This person argues that it's not possible for a man to be abused by a woman and everyone else laughs about it. Should the other friends speak up and correct the misconception, risking conflict and tension in their friendship, or remain silent to maintain harmony?",Speak Up,"One of the friends decides to confront the person making fun of domestic violence against men. This leads to a heated argument and tension within the group. The friend who confronted is isolated, leading to a strained relationship.","courage, empathy, unity, awareness",friend,"Situation: A group of friends are discussing domestic violence and one of them starts making fun of men who get abused by women. This person argues that it's not possible for a man to be abused by a woman and everyone else laughs about it. Should the other friends speak up and correct the misconception, risking conflict and tension in their friendship, or remain silent to maintain harmony?
Action: Speak Up
Consequence: One of the friends decides to confront the person making fun of domestic violence against men. This leads to a heated argument and tension within the group. The friend who confronted is isolated, leading to a strained relationship."
1331,dd_23052_not_to_do,dd_23052,"A group of friends are discussing domestic violence and one of them starts making fun of men who get abused by women. This person argues that it's not possible for a man to be abused by a woman and everyone else laughs about it. Should the other friends speak up and correct the misconception, risking conflict and tension in their friendship, or remain silent to maintain harmony?",Remain Silent,"Everyone remains silent, not wanting to disrupt the group's harmony. The misconception continues uncorrected, and the trivialization of such a serious issue becomes normalized within the group. This silence indirectly contributes to perpetuating harmful stereotypes about domestic violence.","sensitivity, courage, empathy, awareness",friend,"Situation: A group of friends are discussing domestic violence and one of them starts making fun of men who get abused by women. This person argues that it's not possible for a man to be abused by a woman and everyone else laughs about it. Should the other friends speak up and correct the misconception, risking conflict and tension in their friendship, or remain silent to maintain harmony?
Action: Remain Silent
Consequence: Everyone remains silent, not wanting to disrupt the group's harmony. The misconception continues uncorrected, and the trivialization of such a serious issue becomes normalized within the group. This silence indirectly contributes to perpetuating harmful stereotypes about domestic violence."
1336,dd_23104_to_do,dd_23104,"During pregnancy, it is common for women to have cravings, but it's crucial to consider the potential impact on the baby's health. A pregnant woman is craving for a cigarette, a harmful substance for the unborn child, creating a dilemma between satisfying her craving and the health of her baby. Should she satisfy her craving at the risk of potentially harming her unborn child?",Satisfying the craving,"The woman gives in to her craving and smokes a cigarette. As a result, her unborn child is exposed to harmful toxins leading to potential birth defects, low birth weight, or even premature birth.",self,issue_pregnancy,"Situation: During pregnancy, it is common for women to have cravings, but it's crucial to consider the potential impact on the baby's health. A pregnant woman is craving for a cigarette, a harmful substance for the unborn child, creating a dilemma between satisfying her craving and the health of her baby. Should she satisfy her craving at the risk of potentially harming her unborn child?
Action: Satisfying the craving
Consequence: The woman gives in to her craving and smokes a cigarette. As a result, her unborn child is exposed to harmful toxins leading to potential birth defects, low birth weight, or even premature birth."
1337,dd_23104_not_to_do,dd_23104,"During pregnancy, it is common for women to have cravings, but it's crucial to consider the potential impact on the baby's health. A pregnant woman is craving for a cigarette, a harmful substance for the unborn child, creating a dilemma between satisfying her craving and the health of her baby. Should she satisfy her craving at the risk of potentially harming her unborn child?",Resisting the craving,"The woman resists her craving for a cigarette, enduring an uncomfortable craving. However, she may feel guilty and stressed, which could also have negative implications for her unborn child if not well managed.",self,issue_pregnancy,"Situation: During pregnancy, it is common for women to have cravings, but it's crucial to consider the potential impact on the baby's health. A pregnant woman is craving for a cigarette, a harmful substance for the unborn child, creating a dilemma between satisfying her craving and the health of her baby. Should she satisfy her craving at the risk of potentially harming her unborn child?
Action: Resisting the craving
Consequence: The woman resists her craving for a cigarette, enduring an uncomfortable craving. However, she may feel guilty and stressed, which could also have negative implications for her unborn child if not well managed."
1350,dd_23415_to_do,dd_23415,"You're shopping at a clothing store and a salesperson is assisting you. The salesperson is overly persistent, continually suggesting items that are far beyond your budget and making you feel uncomfortable. Should you remain polite and endure their sales tactics or confront them about their aggressive behavior?",Remain Polite,"You decide to remain polite, enduring the salesperson's aggressive sales tactics. As a result, you end up making purchases you didn't plan for and spending much more than your budget. This leads to financial stress and regret.","respect, empathy, fairness, prudence",business_organization,"Situation: You're shopping at a clothing store and a salesperson is assisting you. The salesperson is overly persistent, continually suggesting items that are far beyond your budget and making you feel uncomfortable. Should you remain polite and endure their sales tactics or confront them about their aggressive behavior?
Action: Remain Polite
Consequence: You decide to remain polite, enduring the salesperson's aggressive sales tactics. As a result, you end up making purchases you didn't plan for and spending much more than your budget. This leads to financial stress and regret."
1351,dd_23415_not_to_do,dd_23415,"You're shopping at a clothing store and a salesperson is assisting you. The salesperson is overly persistent, continually suggesting items that are far beyond your budget and making you feel uncomfortable. Should you remain polite and endure their sales tactics or confront them about their aggressive behavior?",Confront Salesperson,"You decide to confront the salesperson about their aggressive behavior. They react negatively, causing a scene in the store. This results in an embarrassing situation and you leaving the store empty-handed and upset.","self, respect, conflict resolution",business_organization,"Situation: You're shopping at a clothing store and a salesperson is assisting you. The salesperson is overly persistent, continually suggesting items that are far beyond your budget and making you feel uncomfortable. Should you remain polite and endure their sales tactics or confront them about their aggressive behavior?
Action: Confront Salesperson
Consequence: You decide to confront the salesperson about their aggressive behavior. They react negatively, causing a scene in the store. This results in an embarrassing situation and you leaving the store empty-handed and upset."
1360,dd_23524_to_do,dd_23524,"You are a passionate and active user of a social networking site where users are rewarded or punished with 'karma' points based on the popularity of their posts. You want to share a controversial opinion that you strongly believe in, but fear it may result in a loss of karma points, affecting your reputation and standing within the community. Do you risk your online status and post your opinion, or do you self-censor to maintain your karma points?",Posting the Controversial Opinion,"You decide to post your opinion. It sparks a heated discussion, and many users disagree with your stance. They downvote your post, resulting in a significant loss of karma points. Your reputation in the community suffers, and you find it harder to engage with others as your standing diminishes.","freedom of expression, courage, tolerance, fairness",issue_self_image_social,"Situation: You are a passionate and active user of a social networking site where users are rewarded or punished with 'karma' points based on the popularity of their posts. You want to share a controversial opinion that you strongly believe in, but fear it may result in a loss of karma points, affecting your reputation and standing within the community. Do you risk your online status and post your opinion, or do you self-censor to maintain your karma points?
Action: Posting the Controversial Opinion
Consequence: You decide to post your opinion. It sparks a heated discussion, and many users disagree with your stance. They downvote your post, resulting in a significant loss of karma points. Your reputation in the community suffers, and you find it harder to engage with others as your standing diminishes."
1361,dd_23524_not_to_do,dd_23524,"You are a passionate and active user of a social networking site where users are rewarded or punished with 'karma' points based on the popularity of their posts. You want to share a controversial opinion that you strongly believe in, but fear it may result in a loss of karma points, affecting your reputation and standing within the community. Do you risk your online status and post your opinion, or do you self-censor to maintain your karma points?",Not Posting the Controversial Opinion,"Choosing self-censorship, you maintain your karma points and your standing within the community. However, you feel restricted and frustrated by your inability to express your true beliefs. You begin to lose interest in the platform, feeling that it no longer represents your values or allows you to be your authentic self.","self, prudence, cohesion",issue_self_image_social,"Situation: You are a passionate and active user of a social networking site where users are rewarded or punished with 'karma' points based on the popularity of their posts. You want to share a controversial opinion that you strongly believe in, but fear it may result in a loss of karma points, affecting your reputation and standing within the community. Do you risk your online status and post your opinion, or do you self-censor to maintain your karma points?
Action: Not Posting the Controversial Opinion
Consequence: Choosing self-censorship, you maintain your karma points and your standing within the community. However, you feel restricted and frustrated by your inability to express your true beliefs. You begin to lose interest in the platform, feeling that it no longer represents your values or allows you to be your authentic self."
1362,dd_23530_to_do,dd_23530,"A newlywed couple is discussing whether the wife should take her husband's last name. The husband wants her to take his name, but she is a successful businesswoman and fears it could harm her professional identity. Should she maintain her own name for the sake of her career or adopt her husband's name to meet his expectations?",Take Husband's Last Name,"She decides to take her husband's last name. Over time, her professional network struggles to recognize her new identity, leading to missed opportunities, confusion, and a decline in her reputation. Her business suffers as a result.","professional integrity, self, respect, unity, reliability, trust",issue_pregnancy,"Situation: A newlywed couple is discussing whether the wife should take her husband's last name. The husband wants her to take his name, but she is a successful businesswoman and fears it could harm her professional identity. Should she maintain her own name for the sake of her career or adopt her husband's name to meet his expectations?
Action: Take Husband's Last Name
Consequence: She decides to take her husband's last name. Over time, her professional network struggles to recognize her new identity, leading to missed opportunities, confusion, and a decline in her reputation. Her business suffers as a result."
1363,dd_23530_not_to_do,dd_23530,"A newlywed couple is discussing whether the wife should take her husband's last name. The husband wants her to take his name, but she is a successful businesswoman and fears it could harm her professional identity. Should she maintain her own name for the sake of her career or adopt her husband's name to meet his expectations?",Maintain Her Own Name,"She maintains her own name. Her husband feels rejected and unimportant, leading to a rift in their relationship. Their marriage becomes strained and they grow apart, unable to reconcile their differences.","independence, appreciation, acceptance, understanding, balance",issue_pregnancy,"Situation: A newlywed couple is discussing whether the wife should take her husband's last name. The husband wants her to take his name, but she is a successful businesswoman and fears it could harm her professional identity. Should she maintain her own name for the sake of her career or adopt her husband's name to meet his expectations?
Action: Maintain Her Own Name
Consequence: She maintains her own name. Her husband feels rejected and unimportant, leading to a rift in their relationship. Their marriage becomes strained and they grow apart, unable to reconcile their differences."
1364,dd_23534_to_do,dd_23534,"<""Your best friend since childhood has become increasingly negative and mean towards you. You want to cut them out of your life, but they are going through a difficult time and rely on you for support. Should you continue to support your friend despite their mean behavior or prioritize your own wellbeing and cut them out of your life?"">",Continue to support your friend,"You continued to support your friend despite their mean behavior, but your own mental health deteriorated. You started to feel unhappy, stressed, and emotionally drained. Your performance at work dropped and your other relationships suffered.","selflessness, trust, empathy",close_relationship,"Situation: <""Your best friend since childhood has become increasingly negative and mean towards you. You want to cut them out of your life, but they are going through a difficult time and rely on you for support. Should you continue to support your friend despite their mean behavior or prioritize your own wellbeing and cut them out of your life?"">
Action: Continue to support your friend
Consequence: You continued to support your friend despite their mean behavior, but your own mental health deteriorated. You started to feel unhappy, stressed, and emotionally drained. Your performance at work dropped and your other relationships suffered."
1365,dd_23534_not_to_do,dd_23534,"<""Your best friend since childhood has become increasingly negative and mean towards you. You want to cut them out of your life, but they are going through a difficult time and rely on you for support. Should you continue to support your friend despite their mean behavior or prioritize your own wellbeing and cut them out of your life?"">",Cut your friend out of your life,"You decided to prioritize your own wellbeing and cut your friend out of your life. You felt relieved initially, but guilt and loneliness started to consume you. You missed your friend and felt guilty for abandoning them in their time of need.","self, independence, empathy, respect",close_relationship,"Situation: <""Your best friend since childhood has become increasingly negative and mean towards you. You want to cut them out of your life, but they are going through a difficult time and rely on you for support. Should you continue to support your friend despite their mean behavior or prioritize your own wellbeing and cut them out of your life?"">
Action: Cut your friend out of your life
Consequence: You decided to prioritize your own wellbeing and cut your friend out of your life. You felt relieved initially, but guilt and loneliness started to consume you. You missed your friend and felt guilty for abandoning them in their time of need."
1398,dd_24291_to_do,dd_24291,"You are the oldest of three siblings and your parents are undocumented immigrants. Your youngest sibling was born in the country and is therefore a citizen, but your parents are at risk of deportation. Should you report your parents to the authorities to ensure your youngest sibling's rights and future in the country, or stay silent to keep your family together?",Reporting Parents,"If you report your parents, they may get deported. Your youngest sibling, although a citizen, will have to grow up without their parents' emotional and financial support, causing significant hardship. You and your other non-citizen sibling might also face deportation.","security, respect for law, child welfare",family,"Situation: You are the oldest of three siblings and your parents are undocumented immigrants. Your youngest sibling was born in the country and is therefore a citizen, but your parents are at risk of deportation. Should you report your parents to the authorities to ensure your youngest sibling's rights and future in the country, or stay silent to keep your family together?
Action: Reporting Parents
Consequence: If you report your parents, they may get deported. Your youngest sibling, although a citizen, will have to grow up without their parents' emotional and financial support, causing significant hardship. You and your other non-citizen sibling might also face deportation."
1399,dd_24291_not_to_do,dd_24291,"You are the oldest of three siblings and your parents are undocumented immigrants. Your youngest sibling was born in the country and is therefore a citizen, but your parents are at risk of deportation. Should you report your parents to the authorities to ensure your youngest sibling's rights and future in the country, or stay silent to keep your family together?",Keeping Silent,"If you choose silence, your family remains intact but lives in constant fear of being reported by others. The stress could affect everyone's mental health and the uncertainty of your parents' status might limit opportunities for you and your siblings to thrive.","family unity, respect for law",family,"Situation: You are the oldest of three siblings and your parents are undocumented immigrants. Your youngest sibling was born in the country and is therefore a citizen, but your parents are at risk of deportation. Should you report your parents to the authorities to ensure your youngest sibling's rights and future in the country, or stay silent to keep your family together?
Action: Keeping Silent
Consequence: If you choose silence, your family remains intact but lives in constant fear of being reported by others. The stress could affect everyone's mental health and the uncertainty of your parents' status might limit opportunities for you and your siblings to thrive."
1420,dd_24673_to_do,dd_24673,John is a teacher in a multicultural school who has developed a deep-seated hatred for a particular ethnic group. This animosity began after a traumatic incident in which members of this group harmed his family. Should John continue teaching in a multicultural environment where his bias could potentially impact his treatment of students from this ethnic group?,Continue teaching in a multicultural environment,"John's deep-seated hatred influences his behavior, leading to unequal treatment of students from this ethnic group. His bias creates a toxic learning environment, causing emotional distress to the students and damaging their academic performance. This eventually results in an investigation and John losing his job.","fairness, responsibility",school,"Situation: John is a teacher in a multicultural school who has developed a deep-seated hatred for a particular ethnic group. This animosity began after a traumatic incident in which members of this group harmed his family. Should John continue teaching in a multicultural environment where his bias could potentially impact his treatment of students from this ethnic group?
Action: Continue teaching in a multicultural environment
Consequence: John's deep-seated hatred influences his behavior, leading to unequal treatment of students from this ethnic group. His bias creates a toxic learning environment, causing emotional distress to the students and damaging their academic performance. This eventually results in an investigation and John losing his job."
1421,dd_24673_not_to_do,dd_24673,John is a teacher in a multicultural school who has developed a deep-seated hatred for a particular ethnic group. This animosity began after a traumatic incident in which members of this group harmed his family. Should John continue teaching in a multicultural environment where his bias could potentially impact his treatment of students from this ethnic group?,Not continue teaching in a multicultural environment,"John chooses not to confront his biases, and leaves the multicultural school. However, his unresolved hatred continues to negatively affect his personal life and relationships. Without professional help, his prejudice remains unaddressed and festers, leading to social isolation.","self, support, fairness, respect",school,"Situation: John is a teacher in a multicultural school who has developed a deep-seated hatred for a particular ethnic group. This animosity began after a traumatic incident in which members of this group harmed his family. Should John continue teaching in a multicultural environment where his bias could potentially impact his treatment of students from this ethnic group?
Action: Not continue teaching in a multicultural environment
Consequence: John chooses not to confront his biases, and leaves the multicultural school. However, his unresolved hatred continues to negatively affect his personal life and relationships. Without professional help, his prejudice remains unaddressed and festers, leading to social isolation."
1448,dd_25155_to_do,dd_25155,"You are a prominent art dealer and a rare painting comes up for auction. Initially, you decline the offer to bid on it because it appears to be overpriced but later on, you get information that it might be worth much more. Do you bid on it now and risk appearing opportunistic or maintain your initial stand and possibly miss out on a great deal?",Bid on the Painting,"As an art dealer, you decide to bid on the seemingly overpriced painting. However, your competition notices your sudden interest and bids aggressively. This drives up the price and you end up paying a fortune. Later, the painting's worth doesn't increase as expected, causing a significant financial loss.","risk, fairness, competition, expertise, trust, prudence",issue_personal_career,"Situation: You are a prominent art dealer and a rare painting comes up for auction. Initially, you decline the offer to bid on it because it appears to be overpriced but later on, you get information that it might be worth much more. Do you bid on it now and risk appearing opportunistic or maintain your initial stand and possibly miss out on a great deal?
Action: Bid on the Painting
Consequence: As an art dealer, you decide to bid on the seemingly overpriced painting. However, your competition notices your sudden interest and bids aggressively. This drives up the price and you end up paying a fortune. Later, the painting's worth doesn't increase as expected, causing a significant financial loss."
1449,dd_25155_not_to_do,dd_25155,"You are a prominent art dealer and a rare painting comes up for auction. Initially, you decline the offer to bid on it because it appears to be overpriced but later on, you get information that it might be worth much more. Do you bid on it now and risk appearing opportunistic or maintain your initial stand and possibly miss out on a great deal?",Not Bid on the Painting,"Sticking to your initial decision, you abstain from bidding. However, another art dealer takes the risk, secures the painting at a lower price, and the painting's value skyrockets. You miss out on an opportunity to make a considerable profit and damage your reputation for not recognizing the painting's true worth.","caution, fairness, risk, expertise, consistency, caution",issue_personal_career,"Situation: You are a prominent art dealer and a rare painting comes up for auction. Initially, you decline the offer to bid on it because it appears to be overpriced but later on, you get information that it might be worth much more. Do you bid on it now and risk appearing opportunistic or maintain your initial stand and possibly miss out on a great deal?
Action: Not Bid on the Painting
Consequence: Sticking to your initial decision, you abstain from bidding. However, another art dealer takes the risk, secures the painting at a lower price, and the painting's value skyrockets. You miss out on an opportunity to make a considerable profit and damage your reputation for not recognizing the painting's true worth."
1478,dd_25650_to_do,dd_25650,"As an art curator, I've been entrusted with a priceless painting that was recently recovered from a theft. The painting was originally stolen from a Jewish family during the Holocaust, but the museum I work for legally purchased it from an auction before its true history was revealed. Should I return the painting to the family it was stolen from, despite the museum's legal ownership?",Return the painting,"I decided to return the painting to the rightful owners. However, the museum sued me for breach of trust and theft, resulting in job loss and legal repercussions.","justice, integrity, responsibility, law enforcement, social justice",issue_personal_career,"Situation: As an art curator, I've been entrusted with a priceless painting that was recently recovered from a theft. The painting was originally stolen from a Jewish family during the Holocaust, but the museum I work for legally purchased it from an auction before its true history was revealed. Should I return the painting to the family it was stolen from, despite the museum's legal ownership?
Action: Return the painting
Consequence: I decided to return the painting to the rightful owners. However, the museum sued me for breach of trust and theft, resulting in job loss and legal repercussions."
1479,dd_25650_not_to_do,dd_25650,"As an art curator, I've been entrusted with a priceless painting that was recently recovered from a theft. The painting was originally stolen from a Jewish family during the Holocaust, but the museum I work for legally purchased it from an auction before its true history was revealed. Should I return the painting to the family it was stolen from, despite the museum's legal ownership?",Not return the painting,"Choosing not to return the painting, I faced criticism from the public and the Jewish community. The museum's reputation suffered as it was seen as supporting stolen Holocaust artifacts, leading to decreased visitor numbers and funding.","injustice, awareness",issue_personal_career,"Situation: As an art curator, I've been entrusted with a priceless painting that was recently recovered from a theft. The painting was originally stolen from a Jewish family during the Holocaust, but the museum I work for legally purchased it from an auction before its true history was revealed. Should I return the painting to the family it was stolen from, despite the museum's legal ownership?
Action: Not return the painting
Consequence: Choosing not to return the painting, I faced criticism from the public and the Jewish community. The museum's reputation suffered as it was seen as supporting stolen Holocaust artifacts, leading to decreased visitor numbers and funding."
1488,dd_25990_to_do,dd_25990,"John discovers that as a baby, he loved pulling cat's tails. Now as an adult, he finds himself amused by the idea but understands it could harm the cat. Should he pursue this childhood amusement at the risk of causing harm to the cat?",Pulls the cat's tail,"John gives in to his amusement and pulls a cat's tail. The cat, feeling threatened, scratches John fiercely, leaving him with deep wounds. In addition, it runs away and hides from John, clearly traumatized.","self, safety, compassion",issue_wildlife_human_environment,"Situation: John discovers that as a baby, he loved pulling cat's tails. Now as an adult, he finds himself amused by the idea but understands it could harm the cat. Should he pursue this childhood amusement at the risk of causing harm to the cat?
Action: Pulls the cat's tail
Consequence: John gives in to his amusement and pulls a cat's tail. The cat, feeling threatened, scratches John fiercely, leaving him with deep wounds. In addition, it runs away and hides from John, clearly traumatized."
1489,dd_25990_not_to_do,dd_25990,"John discovers that as a baby, he loved pulling cat's tails. Now as an adult, he finds himself amused by the idea but understands it could harm the cat. Should he pursue this childhood amusement at the risk of causing harm to the cat?",Does not pull the cat's tail,"John resists the urge to pull the cat's tail. However, he can't shake off the amusement and guilt leading to distress and anxiety. His unresolved feelings strain his relationship with the cat.",self,issue_wildlife_human_environment,"Situation: John discovers that as a baby, he loved pulling cat's tails. Now as an adult, he finds himself amused by the idea but understands it could harm the cat. Should he pursue this childhood amusement at the risk of causing harm to the cat?
Action: Does not pull the cat's tail
Consequence: John resists the urge to pull the cat's tail. However, he can't shake off the amusement and guilt leading to distress and anxiety. His unresolved feelings strain his relationship with the cat."
1510,dd_26337_to_do,dd_26337,"You are a young adult living in a conservative family, who believes in traditional values. You wish to pursue a career in arts, which your grandparents disapprove of, considering it unstable and non-respectable. Should you follow your passion and potentially disappoint your grandparents or conform to their expectations and pursue a more conventional career?",Pursue Career in Arts,"You follow your passion for the arts, but your grandparents feel disappointed and alienated. They refuse to support you financially and emotionally, causing strains in your family relationships. The instability of the arts industry also stresses you out.","respect for tradition, harmony",religion_custom,"Situation: You are a young adult living in a conservative family, who believes in traditional values. You wish to pursue a career in arts, which your grandparents disapprove of, considering it unstable and non-respectable. Should you follow your passion and potentially disappoint your grandparents or conform to their expectations and pursue a more conventional career?
Action: Pursue Career in Arts
Consequence: You follow your passion for the arts, but your grandparents feel disappointed and alienated. They refuse to support you financially and emotionally, causing strains in your family relationships. The instability of the arts industry also stresses you out."
1511,dd_26337_not_to_do,dd_26337,"You are a young adult living in a conservative family, who believes in traditional values. You wish to pursue a career in arts, which your grandparents disapprove of, considering it unstable and non-respectable. Should you follow your passion and potentially disappoint your grandparents or conform to their expectations and pursue a more conventional career?",Conform to Family Expectations,"You pursue a conventional career to please your grandparents. However, you find no joy or fulfillment in your work. Over time, resentment builds up, leading to depression and dissatisfaction in life.","duty, family unity, professionalism, honesty",religion_custom,"Situation: You are a young adult living in a conservative family, who believes in traditional values. You wish to pursue a career in arts, which your grandparents disapprove of, considering it unstable and non-respectable. Should you follow your passion and potentially disappoint your grandparents or conform to their expectations and pursue a more conventional career?
Action: Conform to Family Expectations
Consequence: You pursue a conventional career to please your grandparents. However, you find no joy or fulfillment in your work. Over time, resentment builds up, leading to depression and dissatisfaction in life."
1540,dd_27088_to_do,dd_27088,"You are a single parent of three children and have strict rules to maintain discipline in the house. One of your children, a teenager, has been constantly rebelling against your rules and feels you are being overly controlling. Should you ease your rules to respect your teenager's growing independence or maintain them to ensure discipline and order in the house?",Easing rules,"You decide to ease your rules, respecting your teenager's growing independence. However, your other two children start to take advantage of the leniency, resulting in chaos and disorder. Household responsibilities are neglected, grades drop and your authority is undermined.","flexibility, independence, freedom, responsibility",family,"Situation: You are a single parent of three children and have strict rules to maintain discipline in the house. One of your children, a teenager, has been constantly rebelling against your rules and feels you are being overly controlling. Should you ease your rules to respect your teenager's growing independence or maintain them to ensure discipline and order in the house?
Action: Easing rules
Consequence: You decide to ease your rules, respecting your teenager's growing independence. However, your other two children start to take advantage of the leniency, resulting in chaos and disorder. Household responsibilities are neglected, grades drop and your authority is undermined."
1541,dd_27088_not_to_do,dd_27088,"You are a single parent of three children and have strict rules to maintain discipline in the house. One of your children, a teenager, has been constantly rebelling against your rules and feels you are being overly controlling. Should you ease your rules to respect your teenager's growing independence or maintain them to ensure discipline and order in the house?",Maintaining strict rules,"You decide to maintain your strict rules. This leads to your teenager feeling more suffocated and misunderstood, causing them to rebel further. Their resentment towards you grows, leading to a strained relationship and potentially destructive behavior.","discipline, obedience, stability",family,"Situation: You are a single parent of three children and have strict rules to maintain discipline in the house. One of your children, a teenager, has been constantly rebelling against your rules and feels you are being overly controlling. Should you ease your rules to respect your teenager's growing independence or maintain them to ensure discipline and order in the house?
Action: Maintaining strict rules
Consequence: You decide to maintain your strict rules. This leads to your teenager feeling more suffocated and misunderstood, causing them to rebel further. Their resentment towards you grows, leading to a strained relationship and potentially destructive behavior."
1550,dd_27431_to_do,dd_27431,"You're looking for a hobby to distract from your work stress. You find that gambling is an exciting and engaging hobby, but you're aware it can lead to addiction and financial issues. Should you indulge in gambling as a hobby despite its potential harm?",Indulge in Gambling,"As your gambling hobby escalates, you become addicted. You start draining your savings to feed the addiction, causing severe financial strain. Work productivity declines due to preoccupation with gambling, leading to job loss. Relationships strain due to overwhelming debt and broken trust.","self, trust, productivity",workplace,"Situation: You're looking for a hobby to distract from your work stress. You find that gambling is an exciting and engaging hobby, but you're aware it can lead to addiction and financial issues. Should you indulge in gambling as a hobby despite its potential harm?
Action: Indulge in Gambling
Consequence: As your gambling hobby escalates, you become addicted. You start draining your savings to feed the addiction, causing severe financial strain. Work productivity declines due to preoccupation with gambling, leading to job loss. Relationships strain due to overwhelming debt and broken trust."
1551,dd_27431_not_to_do,dd_27431,"You're looking for a hobby to distract from your work stress. You find that gambling is an exciting and engaging hobby, but you're aware it can lead to addiction and financial issues. Should you indulge in gambling as a hobby despite its potential harm?",Avoid Gambling,"Choosing not to gamble, you miss out on the initial thrill and excitement. You feel left out as co-workers bond over betting games. Your work stress persists as you struggle to find a suitable distraction, making your daily life more challenging.","self, peace",workplace,"Situation: You're looking for a hobby to distract from your work stress. You find that gambling is an exciting and engaging hobby, but you're aware it can lead to addiction and financial issues. Should you indulge in gambling as a hobby despite its potential harm?
Action: Avoid Gambling
Consequence: Choosing not to gamble, you miss out on the initial thrill and excitement. You feel left out as co-workers bond over betting games. Your work stress persists as you struggle to find a suitable distraction, making your daily life more challenging."
1578,dd_28019_to_do,dd_28019,"The motel management has a policy allowing pets on the premises. However, a guest has arrived with a pet snake, causing discomfort and fear among other guests. Should the management ask the guest to remove the pet snake, potentially discriminating against their choice of pet, or let it stay, causing distress to others?",Remove the pet snake,"Management requests removal of the snake, causing the guest with the snake to feel discriminated against. This results in a heated argument and a negative review online, hurting the motel's reputation.","fair treatment, safety, transparency",issue_wildlife_human_environment,"Situation: The motel management has a policy allowing pets on the premises. However, a guest has arrived with a pet snake, causing discomfort and fear among other guests. Should the management ask the guest to remove the pet snake, potentially discriminating against their choice of pet, or let it stay, causing distress to others?
Action: Remove the pet snake
Consequence: Management requests removal of the snake, causing the guest with the snake to feel discriminated against. This results in a heated argument and a negative review online, hurting the motel's reputation."
1579,dd_28019_not_to_do,dd_28019,"The motel management has a policy allowing pets on the premises. However, a guest has arrived with a pet snake, causing discomfort and fear among other guests. Should the management ask the guest to remove the pet snake, potentially discriminating against their choice of pet, or let it stay, causing distress to others?",Allow the pet snake to stay,"Management allows the snake to remain. Other guests, uncomfortable and scared, decide to leave early. Several request refunds, leading to financial loss and damaging the motel's guest relations.","inclusivity, comfort, acceptance, safety",issue_wildlife_human_environment,"Situation: The motel management has a policy allowing pets on the premises. However, a guest has arrived with a pet snake, causing discomfort and fear among other guests. Should the management ask the guest to remove the pet snake, potentially discriminating against their choice of pet, or let it stay, causing distress to others?
Action: Allow the pet snake to stay
Consequence: Management allows the snake to remain. Other guests, uncomfortable and scared, decide to leave early. Several request refunds, leading to financial loss and damaging the motel's guest relations."
1600,dd_28463_to_do,dd_28463,"Your ex-girlfriend, who is also a close family friend, is expected to attend your wedding. You and your partner are unsure whether to include her in any wedding activities due to your past relationship. Should you maintain family harmony by involving her in the wedding or ensure your partner's comfort by leaving her out of the activities?",Involving ex-girlfriend in the wedding,"You decide to involve your ex in the wedding to maintain family harmony. However, this decision leads to tension between you and your partner. Your partner feels uncomfortable and slighted, leading to arguments and a tense atmosphere on what should be a happy occasion.","girlfriend, honesty, understanding, unity, harmony",event_special,"Situation: Your ex-girlfriend, who is also a close family friend, is expected to attend your wedding. You and your partner are unsure whether to include her in any wedding activities due to your past relationship. Should you maintain family harmony by involving her in the wedding or ensure your partner's comfort by leaving her out of the activities?
Action: Involving ex-girlfriend in the wedding
Consequence: You decide to involve your ex in the wedding to maintain family harmony. However, this decision leads to tension between you and your partner. Your partner feels uncomfortable and slighted, leading to arguments and a tense atmosphere on what should be a happy occasion."
1601,dd_28463_not_to_do,dd_28463,"Your ex-girlfriend, who is also a close family friend, is expected to attend your wedding. You and your partner are unsure whether to include her in any wedding activities due to your past relationship. Should you maintain family harmony by involving her in the wedding or ensure your partner's comfort by leaving her out of the activities?",Not involving ex-girlfriend in the wedding,"You choose not to involve your ex in the wedding to ensure your partner's comfort. This decision, however, leads to a rift in the family. They view it as a rejection of their close family friend, causing animosity and awkwardness on your special day.","comfort, girlfriend, respect for privacy",event_special,"Situation: Your ex-girlfriend, who is also a close family friend, is expected to attend your wedding. You and your partner are unsure whether to include her in any wedding activities due to your past relationship. Should you maintain family harmony by involving her in the wedding or ensure your partner's comfort by leaving her out of the activities?
Action: Not involving ex-girlfriend in the wedding
Consequence: You choose not to involve your ex in the wedding to ensure your partner's comfort. This decision, however, leads to a rift in the family. They view it as a rejection of their close family friend, causing animosity and awkwardness on your special day."
