dimension_id,dimension_name,option_a_id,option_a_display,option_b_id,option_b_display,choice,confidence,reasoning,high_pole_description_a,high_pole_description_b,swap_consistent
5,Historical Accuracy,28,Persuasion (1995),17,Sense and Sensibility (1995),negligible,marginal,"Both 'Persuasion' and 'Sense and Sensibility' are adaptations of Jane Austen's novels, focusing on romantic and social themes rather than historical accuracy. Neither film aims to be a strict historical document, but both attempt to capture the essence of early 19th-century English society.",loose history,loose history,True
5,Historical Accuracy,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),9,Sudden Death (1995),A,marginal,"Shanghai Triad, set in 1930s Shanghai, likely incorporates historical context and settings accurately, though its focus on a fictional narrative may introduce some artistic liberties. Sudden Death, an action thriller, is set in a contemporary setting and focuses on a fictional scenario, making it less concerned with historical accuracy.",moderately close to Strict History,far from Strict History,True
5,Historical Accuracy,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1,Toy Story (1995),A,marginal,"Option A, 'Twelve Monkeys', is a science fiction film that does not aim for historical accuracy but rather focuses on its speculative narrative. Option B, 'Toy Story', is an animated fantasy film that takes place entirely within a fictional world and thus has no basis in historical events. Both films are far from the high pole of historical accuracy, but 'Twelve Monkeys' might have some tangential references to real-world history, making it slightly closer to the high pole than 'Toy Story'.",loose history with minor real-world references,no historical context whatsoever,False
5,Historical Accuracy,36,Dead Man Walking (1995),40,"Cry, the Beloved Country (1995)",B,marginal,"Both 'Dead Man Walking' and 'Cry, the Beloved Country' are based on true stories and real-life settings, but 'Dead Man Walking' focuses more on the personal narrative and less on historical context compared to 'Cry, the Beloved Country', which provides a broader socio-political backdrop of apartheid-era South Africa.",moderately accurate,historically contextualized,False
5,Historical Accuracy,37,Across the Sea of Time (1995),34,Babe (1995),A,clear,"Option A, 'Across the Sea of Time', being a documentary, likely aims for historical accuracy in its portrayal of the immigrant experience and New York City's history. In contrast, Option B, 'Babe', is a children's film centered around anthropomorphic animals and does not aim for historical accuracy.",moderately close to the high pole,far from the high pole,True
5,Historical Accuracy,4,Waiting to Exhale (1995),30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),negligible,marginal,"Option A, 'Waiting to Exhale', is a contemporary drama focused on personal and romantic struggles, with no significant historical context to evaluate for accuracy. Option B, 'Shanghai Triad', while set in a specific historical period, primarily focuses on the narrative and characters rather than historical events, making its adherence to history loose.",no historical context,loose history,False
5,Historical Accuracy,41,Richard III (1995),34,Babe (1995),A,clear,"Option A, 'Richard III', adapts a historical figure into a modern setting, which inherently takes some liberties with historical accuracy. Option B, 'Babe', is a fictional story with no basis in historical events, making it far from the high pole of historical accuracy. Thus, 'Richard III' is closer to the high pole than 'Babe'.",moderately near the high pole,far from the high pole,True
5,Historical Accuracy,43,Restoration (1995),37,Across the Sea of Time (1995),B,clear,"Option A, 'Restoration', while set in a specific historical period, focuses more on dramatizing the personal life of its protagonist rather than adhering strictly to historical accuracy. Option B, 'Across the Sea of Time', being a documentary, aims to present factual information about the immigrant experience and the history of New York City, making it closer to the high pole of historical accuracy.",Loose History,Strict History,True
5,Historical Accuracy,45,To Die For (1995),42,Dead Presidents (1995),B,marginal,"To Die For (1995) is a fictional narrative centered around personal ambition and media dynamics, with no particular emphasis on historical accuracy. Dead Presidents (1995), while also a fictional narrative, touches upon the socio-economic conditions and racial tensions post-Vietnam War, which adds some historical context, albeit still within a dramatic framework.",Loose History,Somewhat Loose History with Some Historical Context,True
5,Historical Accuracy,46,How to Make an American Quilt (1995),1,Toy Story (1995),A,marginal,"Option A, 'How to Make an American Quilt', is a drama that focuses on personal and emotional narratives rather than historical accuracy. Option B, 'Toy Story', is an animated fantasy film with no basis in historical events. Both films are far from the high pole of historical accuracy, but 'How to Make an American Quilt' might be slightly closer due to its setting in a specific time period, even if it doesn't focus on historical events.",loosely based on a specific time period,completely fictional and non-historical,True
5,Historical Accuracy,47,Seven (a.k.a. Se7en) (1995),35,Carrington (1995),B,clear,"Option A, 'Seven', is a fictional thriller with no basis in historical events, thus falling near the low pole of historical accuracy. Option B, 'Carrington', while a biographical drama, takes some creative liberties but aims to portray real historical figures and their relationships, placing it higher on the historical accuracy scale than 'Seven'.",Loose History,Somewhat Strict History,True
5,Historical Accuracy,48,Pocahontas (1995),22,Copycat (1995),B,clear,"Pocahontas (1995) takes significant liberties with historical facts and timelines, placing it closer to the low pole of historical accuracy. In contrast, Copycat (1995) is a thriller with no particular claim to historical accuracy but also does not purport to be a historical account, making its deviation from historical accuracy negligible.",Loose History,Neutral History,True
5,Historical Accuracy,49,When Night Is Falling (1995),50,"Usual Suspects, The (1995)",B,marginal,"Both 'When Night Is Falling' and 'The Usual Suspects' are not primarily focused on historical accuracy, as they do not center around real historical events. However, 'When Night Is Falling', being a romantic drama, likely takes more creative liberties with its setting and context compared to 'The Usual Suspects', which, while fictional, does not claim to be historically accurate but also does not deviate from a realistic timeline.",Loose History,Moderate History,False
5,Historical Accuracy,7,Sabrina (1995),43,Restoration (1995),B,marginal,"Option A, 'Sabrina', is a romantic comedy that does not claim any significant historical accuracy, focusing instead on its fictional narrative. Option B, 'Restoration', while a work of fiction, is set in a specific historical period and attempts to capture the essence of 17th-century England, albeit with some artistic license.",Loose History,Somewhat Loose History,True
5,Historical Accuracy,8,Tom and Huck (1995),36,Dead Man Walking (1995),B,clear,"Option A, 'Tom and Huck', is an adaptation of a fictional novel and takes place in a fictionalized version of 19th-century America, thus deviating from strict historical accuracy. Option B, 'Dead Man Walking', is based on a true story and focuses on contemporary issues within the criminal justice system, aiming for a higher degree of factual adherence.",Loose History,Moderate History,True
5,Historical Accuracy,10,GoldenEye (1995),8,Tom and Huck (1995),B,marginal,"Option A, 'GoldenEye', is an action-thriller with no particular commitment to historical accuracy, focusing instead on fictional espionage and action sequences. Option B, 'Tom and Huck', while based on a literary work set in the 19th century, takes creative liberties with its plot and characters, not aiming for strict historical adherence. Both films are closer to the loose history end of the spectrum, but 'Tom and Huck' may have a slight edge due to its period setting.",loose history,slightly looser history,True
5,Historical Accuracy,11,"American President, The (1995)",3,Grumpier Old Men (1995),A,marginal,"Both 'The American President' and 'Grumpier Old Men' are fictional stories with no direct basis in historical events, thus they both fall closer to the low pole of the Historical Accuracy dimension. However, 'The American President' attempts to portray realistic political scenarios and processes, which might give it a slight edge over 'Grumpier Old Men', which is purely comedic and lacks any historical context.",loose history with some political realism,purely fictional comedy,True
5,Historical Accuracy,13,Balto (1995),7,Sabrina (1995),A,marginal,"Balto (1995) is based on a true story but likely takes some creative liberties for narrative purposes, placing it closer to the middle of the scale towards the Loose History end. Sabrina (1995), being a romantic comedy, has no basis in historical fact and thus falls firmly at the Loose History end.",middle-ground on historical accuracy,loose history,True
5,Historical Accuracy,14,Nixon (1995),29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",A,clear,"Option A, 'Nixon', attempts to portray historical events and figures accurately, focusing on the life and presidency of Richard Nixon. Option B, 'The City of Lost Children', is a fantasy film set in a surreal world with no basis in real historical events.",moderately close to the high pole,far from the high pole,True
5,Historical Accuracy,15,Cutthroat Island (1995),13,Balto (1995),B,marginal,"Cutthroat Island takes significant liberties with historical facts and timelines, placing it closer to the 'Loose History' end of the spectrum. Balto, while an animated film, is based on a true story and likely maintains a higher degree of historical accuracy compared to Cutthroat Island.",Loose History,Moderate History,True
5,Historical Accuracy,16,Casino (1995),42,Dead Presidents (1995),A,marginal,"Casino (1995) takes some liberties with real-life events and characters, but it still attempts to capture the essence of the Las Vegas casino scene and the mob's influence during the 1970s and 1980s. In contrast, Dead Presidents (1995) is more fictionalized, focusing on a narrative about post-Vietnam War experiences without a strong basis in specific historical events.",moderately close to Strict History,loosely related to Loose History,True
5,Historical Accuracy,18,Four Rooms (1995),8,Tom and Huck (1995),B,marginal,"Four Rooms (Option A) is a comedy anthology with no basis in historical events, making it far from the high pole of historical accuracy. Tom and Huck (Option B), while an adaptation of a classic novel, is set in a specific historical period but focuses more on fictional adventures than strict historical events, placing it slightly closer to the high pole compared to Option A.",far from strict history,slightly closer to strict history,True
5,Historical Accuracy,19,Ace Ventura: When Nature Calls (1995),14,Nixon (1995),B,clear,"Option A, 'Ace Ventura: When Nature Calls', is a comedy that takes place in an entirely fictional setting with no real historical basis, placing it firmly at the low pole of historical accuracy. Option B, 'Nixon', while a dramatization, makes a concerted effort to portray historical events and figures accurately, positioning it closer to the high pole.",Loose History,Strict History,True
5,Historical Accuracy,2,Jumanji (1995),10,GoldenEye (1995),B,marginal,"Option A, 'Jumanji', is a fantasy adventure with no basis in historical events, thus falling very close to the low pole. Option B, 'GoldenEye', while primarily a fictional narrative, includes elements grounded in contemporary reality and technology, placing it slightly closer to the high pole than 'Jumanji'.",far from strict history,slightly closer to strict history,True
5,Historical Accuracy,20,Money Train (1995),14,Nixon (1995),B,clear,"Money Train (Option A) is an action thriller that does not focus on historical accuracy but rather on its plot and characters, placing it closer to the low pole. Nixon (Option B), being a biographical drama about a significant historical figure, makes efforts to portray historical events accurately, positioning it closer to the high pole.",Loose History,Strict History,True
5,Historical Accuracy,21,Get Shorty (1995),14,Nixon (1995),B,clear,"Option A, 'Get Shorty', is a fictional story set in the entertainment industry and does not aim for historical accuracy. Option B, 'Nixon', while dramatizing real events, still takes some creative liberties but aims to be historically accurate overall.",Loose History,Moderate History,True
5,Historical Accuracy,23,Assassins (1995),3,Grumpier Old Men (1995),negligible,marginal,"Option A, 'Assassins', is an action thriller with no apparent connection to real historical events, placing it closer to the low pole. Option B, 'Grumpier Old Men', is a comedy with no historical context, also placing it near the low pole. However, since neither film attempts historical accuracy, the difference between them is negligible.",Loose History,Loose History,True
5,Historical Accuracy,24,Powder (1995),25,Leaving Las Vegas (1995),negligible,marginal,"Both 'Powder' and 'Leaving Las Vegas' are fictional stories without a strong basis in historical events, thus they both fall closer to the low pole of the Historical Accuracy dimension. Neither movie attempts to depict real historical events or figures.",Loose History,Loose History,True
5,Historical Accuracy,27,Now and Then (1995),44,Mortal Kombat (1995),A,clear,"Option A, 'Now and Then', while not a historical drama, does attempt to capture the essence of a specific time period, 1970, which may include some historically accurate elements. Option B, 'Mortal Kombat', is a fantasy action film with no basis in historical fact. Therefore, 'Now and Then' is closer to the high pole of historical accuracy compared to 'Mortal Kombat'.",Somewhat accurate depiction of a specific era,No historical basis whatsoever,True
5,Historical Accuracy,28,Persuasion (1995),22,Copycat (1995),A,marginal,"Persuasion (1995) is an adaptation of a literary work set in a specific historical period but focuses on romantic and social themes rather than historical accuracy. Copycat (1995), being a thriller, does not aim for historical accuracy and is set in a contemporary context. Both films are far from the high pole of historical accuracy, but Persuasion may have some adherence to the period it depicts.",loosely period-accurate,"contemporary setting, no historical focus",True
5,Historical Accuracy,31,Dangerous Minds (1995),46,How to Make an American Quilt (1995),negligible,marginal,"Dangerous Minds (Option A) takes some liberties with its portrayal of real-life events and focuses more on inspirational storytelling rather than strict adherence to historical accuracy. How to Make an American Quilt (Option B), being a fictional story centered around personal growth and relationships, also does not aim for historical accuracy but rather emotional depth and character development.",Loose History,Loose History,False
5,Historical Accuracy,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),16,Casino (1995),B,marginal,"Twelve Monkeys is a science fiction film that does not aim for historical accuracy, focusing instead on a speculative future and past scenarios. In contrast, Casino attempts to portray real-life events and figures from the history of Las Vegas and the American Mafia, albeit with some dramatic license.",Loose History,Somewhat Loose History,True
5,Historical Accuracy,38,It Takes Two (1995),30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),B,clear,"Option A, 'It Takes Two', is a family comedy that does not focus on historical accuracy but rather on a fictional story. Option B, 'Shanghai Triad', while a work of fiction, is set in a specific historical period and attempts to depict the social and political context of 1930s Shanghai, making it closer to historical accuracy than Option A.",Loose History,Somewhat Strict History,True
5,Historical Accuracy,4,Waiting to Exhale (1995),12,Dracula: Dead and Loving It (1995),negligible,marginal,"Option A, 'Waiting to Exhale', focuses on contemporary personal and romantic struggles without a significant historical context, thus not aiming for historical accuracy. Option B, 'Dracula: Dead and Loving It', is a comedy-horror spoof that parodies classic vampire lore and does not aim for historical accuracy either. Both films are far from the high pole of historical accuracy.",loose history,loose history,False
5,Historical Accuracy,40,"Cry, the Beloved Country (1995)",44,Mortal Kombat (1995),A,clear,"Option A, 'Cry, the Beloved Country', focuses on the apartheid era in South Africa, aiming to depict the social and political context accurately. Option B, 'Mortal Kombat', is a fantasy action-adventure film based on a video game, with no basis in real historical events.",moderately close to Strict History,far from Strict History,True
5,Historical Accuracy,41,Richard III (1995),24,Powder (1995),A,clear,"Option A, 'Richard III', while based on historical figures, is set in a modern context and dramatizes events from Shakespeare's play, taking some liberties with history. Option B, 'Powder', is a science fiction drama with no basis in historical events, making it far from the high pole of historical accuracy.",moderately near the high pole,far from the high pole,True
5,Historical Accuracy,45,To Die For (1995),44,Mortal Kombat (1995),negligible,marginal,"Option A, 'To Die For', is a fictional story about media and ambition, with no particular focus on historical accuracy. Option B, 'Mortal Kombat', is a fantasy action movie based on a video game, which also does not aim for historical accuracy. Both films are far from the high pole of historical accuracy.",loose history,loose history,False
5,Historical Accuracy,47,Seven (a.k.a. Se7en) (1995),7,Sabrina (1995),negligible,marginal,Both 'Seven' and 'Sabrina' are fictional narratives that do not aim for historical accuracy. They are set in contemporary times and focus on character-driven plots rather than historical events.,Loose History,Loose History,True
5,Historical Accuracy,48,Pocahontas (1995),35,Carrington (1995),B,marginal,"Pocahontas (1995) takes significant liberties with historical facts and timelines, placing it closer to the low pole. In contrast, Carrington (1995) focuses on a real-life relationship and historical context, though its primary focus is on the characters' personal lives rather than strict historical accuracy, positioning it somewhat higher on the scale.",Loose History,Somewhat Loose History,True
5,Historical Accuracy,49,When Night Is Falling (1995),13,Balto (1995),B,marginal,"Option A, 'When Night Is Falling', is a romantic drama with no apparent connection to historical events, thus falling closer to the low pole. Option B, 'Balto', while an animated film, is based on a true story involving a historical event, placing it closer to the high pole compared to Option A.",Loose History,Somewhat Accurate History,True
5,Historical Accuracy,5,Father of the Bride Part II (1995),21,Get Shorty (1995),negligible,marginal,Both 'Father of the Bride Part II' and 'Get Shorty' are fictional stories with no particular emphasis on historical accuracy. They both fall closer to the low pole of the Historical Accuracy dimension.,Loose History,Loose History,True
5,Historical Accuracy,50,"Usual Suspects, The (1995)",41,Richard III (1995),B,clear,"The Usual Suspects is a fictional crime thriller with no basis in historical events, placing it firmly at the loose history end of the spectrum. Richard III, while an adaptation of a Shakespearean play set in a modern context, still draws from historical events and figures, making it closer to strict history than The Usual Suspects.",Loose History,Somewhat Loose but Closer to Strict History,False
5,Historical Accuracy,6,Heat (1995),2,Jumanji (1995),A,clear,"Heat (1995) focuses on criminal activities and police procedures, which can vary in adherence to historical accuracy but generally aims for realism within its contemporary setting. Jumanji (1995), being a fantasy-adventure film, takes significant liberties with reality and historical context, placing it further towards the loose history end of the spectrum.",moderately close to Strict History,far from Strict History,True
5,Historical Accuracy,9,Sudden Death (1995),32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),B,marginal,"Option A, 'Sudden Death', is an action movie with a plot that does not focus on historical accuracy but rather on action and suspense. Option B, 'Twelve Monkeys', is a science fiction film that deals with time travel and does not aim for historical accuracy either. Both films are far from the high pole of historical accuracy, but 'Sudden Death' is slightly closer to the low pole due to its contemporary setting and lack of historical context.",loose history,loose history,False
5,Historical Accuracy,11,"American President, The (1995)",19,Ace Ventura: When Nature Calls (1995),A,clear,"The American President (1995) attempts to portray a realistic depiction of the U.S. presidency, though it is a fictional story, making it somewhat closer to the high pole of historical accuracy. On the other hand, Ace Ventura: When Nature Calls (1995) is a comedy film with no pretense of historical accuracy, placing it firmly at the low pole.",Somewhat near the high pole,Near the low pole,True
5,Historical Accuracy,15,Cutthroat Island (1995),24,Powder (1995),B,marginal,"Cutthroat Island (Option A) is an action-adventure film that takes significant liberties with historical accuracy, focusing more on entertainment than factual representation. Powder (Option B), being a drama with sci-fi elements, does not claim any historical basis and thus also falls towards the loose history end of the spectrum. Both films are far from strict historical accuracy, but Cutthroat Island's genre and plot elements make it slightly less historically accurate.",Loose History,Loose History,False
5,Historical Accuracy,17,Sense and Sensibility (1995),49,When Night Is Falling (1995),A,marginal,"Sense and Sensibility (1995) is a period drama that aims to capture the essence of 19th-century English society, though its primary focus is on character development and romance rather than strict historical accuracy. When Night Is Falling (1995), on the other hand, is set in a contemporary setting and does not attempt to adhere to any specific historical timeline or factual events. Therefore, 'Sense and Sensibility' has a slight edge in historical accuracy due to its period setting.",moderately near the high pole,near the low pole,True
5,Historical Accuracy,18,Four Rooms (1995),1,Toy Story (1995),negligible,marginal,"Four Rooms (1995) is a comedy anthology with no basis in historical events, making it far from the high pole of historical accuracy. Similarly, Toy Story (1995) is an animated fantasy film about toys coming to life, which also has no connection to historical accuracy. Both films are equally distant from the high pole.",completely unrelated to historical events,completely unrelated to historical events,True
5,Historical Accuracy,20,Money Train (1995),29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",A,marginal,"Money Train (Option A) is an action thriller with no particular focus on historical accuracy, making it closer to the loose history end of the spectrum. The City of Lost Children (Option B) is a fantasy film set in a surreal, dystopian world, which also does not aim for historical accuracy but rather creates its own reality. Both films are far from strict historical adherence, but Money Train is slightly more grounded in a recognizable real-world setting.",loosely based on contemporary reality,wholly fantastical and surreal,True
5,Historical Accuracy,23,Assassins (1995),45,To Die For (1995),negligible,marginal,"Option A, 'Assassins', is an action thriller with no apparent connection to real historical events, placing it closer to the low pole. Option B, 'To Die For', is also not based on historical events but focuses on contemporary social issues, similarly placing it near the low pole. Both films are far from the high pole of strict historical accuracy.",Loose History,Loose History,True
5,Historical Accuracy,25,Leaving Las Vegas (1995),26,Othello (1995),B,marginal,"Option A, 'Leaving Las Vegas', is a fictional narrative centered around personal struggles and relationships, with no significant historical context to evaluate. Option B, 'Othello', while based on a historical play, is a dramatic interpretation set in a vague historical period without strict adherence to specific historical events. Both films are far from the 'Strict History' pole, but 'Othello' has a slight edge due to its setting in a recognizable historical context.",no historical context,vague historical setting,False
5,Historical Accuracy,27,Now and Then (1995),11,"American President, The (1995)",negligible,marginal,"Now and Then (1995) focuses on personal stories and coming-of-age themes rather than historical accuracy, placing it closer to the loose history end. The American President, while set in a real-world context, is primarily a romantic drama with fictional characters and plotlines, also leaning towards loose history but slightly more grounded in contemporary political realities.",loose history,loose history,False
5,Historical Accuracy,28,Persuasion (1995),7,Sabrina (1995),A,marginal,"Both 'Persuasion' and 'Sabrina' are adaptations that focus more on their narrative and character development rather than historical accuracy. However, 'Persuasion', being an adaptation of a Jane Austen novel, likely maintains a closer adherence to the period setting and social norms of early 19th century England compared to 'Sabrina', which is a modern romantic comedy.",Somewhat near the high pole,Near the low pole,True
5,Historical Accuracy,31,Dangerous Minds (1995),24,Powder (1995),negligible,marginal,"Dangerous Minds (Option A) takes some creative liberties with its portrayal of real-life events and characters, placing it closer to the Loose History end of the spectrum. Powder (Option B), being a Sci-Fi drama, does not aim for historical accuracy and is also far from the Strict History pole.",somewhat loose history,loose history,True
5,Historical Accuracy,33,Wings of Courage (1995),15,Cutthroat Island (1995),A,clear,"Wings of Courage focuses on real-life aviation pioneers, aiming to capture their spirit and adventures, though it may dramatize certain aspects. Cutthroat Island, being a fictional pirate adventure, takes significant liberties with historical accuracy, focusing more on entertainment than factual representation.",Somewhat closer to Strict History,Loose History,True
5,Historical Accuracy,36,Dead Man Walking (1995),12,Dracula: Dead and Loving It (1995),A,clear,"Option A, 'Dead Man Walking', is based on a true story and focuses on real-life events, placing it closer to the high pole of historical accuracy. Option B, 'Dracula: Dead and Loving It', is a comedy-horror spoof that parodies classic vampire lore and is entirely fictional, placing it closer to the low pole of historical accuracy.",near the high pole,near the low pole,True
5,Historical Accuracy,37,Across the Sea of Time (1995),10,GoldenEye (1995),A,marginal,"Option A, 'Across the Sea of Time', being a documentary, likely adheres more closely to historical facts than Option B, 'GoldenEye', which is an action-thriller and part of the James Bond franchise known for its fictional plots and dramatic liberties. However, since 'Across the Sea of Time' also incorporates dramatized elements, its adherence to strict history may be somewhat compromised.",moderately close to Strict History,far from Strict History,True
5,Historical Accuracy,38,It Takes Two (1995),44,Mortal Kombat (1995),negligible,marginal,"Both 'It Takes Two' and 'Mortal Kombat' are fictional stories with no basis in real historical events, thus both fall near the low pole of the Historical Accuracy dimension. Neither movie attempts to portray any historical period accurately.",Loose History,Loose History,False
5,Historical Accuracy,4,Waiting to Exhale (1995),45,To Die For (1995),negligible,marginal,"Both 'Waiting to Exhale' and 'To Die For' are primarily focused on character development and thematic exploration rather than historical accuracy. Neither film is centered around historical events, making their adherence to historical facts negligible.",not applicable,not applicable,True
5,Historical Accuracy,40,"Cry, the Beloved Country (1995)",46,How to Make an American Quilt (1995),A,clear,"Option A, 'Cry, the Beloved Country', focuses on the apartheid era in South Africa, likely incorporating significant historical context and events, placing it closer to the high pole. Option B, 'How to Make an American Quilt', is a personal drama centered around a young woman's summer experiences and does not seem to emphasize historical accuracy over its narrative.",moderately close to the high pole,far from the high pole,True
5,Historical Accuracy,43,Restoration (1995),33,Wings of Courage (1995),B,marginal,"Restoration (1995) takes some liberties with historical accuracy, focusing more on dramatization and character development than strict adherence to historical events. In contrast, Wings of Courage (1995), while a biographical drama, also includes dramatized elements but aims to portray real-life figures and their contributions to aviation history, potentially aligning slightly closer to historical accuracy.",moderately loose history,moderately strict history,False
5,Historical Accuracy,47,Seven (a.k.a. Se7en) (1995),6,Heat (1995),negligible,marginal,"Both 'Seven' and 'Heat' are primarily focused on their respective narratives and character developments rather than historical accuracy. Neither film aims to depict a specific historical period or event accurately, placing them both towards the lower end of the Historical Accuracy scale.",Loose History,Loose History,True
5,Historical Accuracy,48,Pocahontas (1995),33,Wings of Courage (1995),B,marginal,"Pocahontas takes significant liberties with historical facts and timelines, placing it closer to the low pole. In contrast, Wings of Courage, while focusing on the lives of real aviators, may also dramatize certain aspects but generally aims to be more historically accurate than Pocahontas.",Loose History,Somewhat Strict History,True
5,Historical Accuracy,5,Father of the Bride Part II (1995),20,Money Train (1995),negligible,marginal,"Both 'Father of the Bride Part II' and 'Money Train' are fictional stories with no significant basis in historical events, thus both fall closer to the low pole of the Historical Accuracy dimension. Neither movie attempts to portray any specific historical period or event accurately.",Loose History,Loose History,False
5,Historical Accuracy,50,"Usual Suspects, The (1995)",39,Clueless (1995),B,marginal,"The Usual Suspects is a fictional crime thriller with no direct basis in historical events, thus it falls closer to the low pole of historical accuracy. Clueless, while not historically accurate, is a modern adaptation of a classic novel and does not claim to be a historical film either, placing it similarly near the low pole but slightly less so due to its literary foundation.",loose history,"loose history, with literary roots",False
5,Historical Accuracy,9,Sudden Death (1995),35,Carrington (1995),B,marginal,"Option A, 'Sudden Death', is an action movie with a plot that does not focus on historical accuracy but rather on creating a thrilling narrative. Option B, 'Carrington', while a biographical drama, still takes some creative liberties typical of such films but aims to portray real historical figures and their relationships. Both are not strictly historical, but 'Carrington' leans slightly closer to historical accuracy due to its biographical nature.",Loose History,Somewhat Loose History,True
5,Historical Accuracy,16,Casino (1995),6,Heat (1995),A,marginal,"Casino (1995) takes some liberties with the real-life story of Sam Giancana and the Las Vegas casino scene, but it still attempts to capture the essence of the era and the individuals involved. Heat (1995), on the other hand, is more focused on character development and the psychological aspects of crime rather than strict adherence to historical events.",moderately close to historical accuracy,loosely based on historical elements,True
5,Historical Accuracy,17,Sense and Sensibility (1995),48,Pocahontas (1995),A,clear,"Sense and Sensibility (1995) is a period drama that focuses on social norms and personal relationships rather than historical events, but it still attempts to accurately depict the era's setting and manners. In contrast, Pocahontas (1995) takes significant liberties with historical facts, particularly regarding the relationship between Pocahontas and John Smith and the portrayal of Native American culture.",moderately close to Strict History,far from Strict History,True
5,Historical Accuracy,18,Four Rooms (1995),37,Across the Sea of Time (1995),B,clear,"Option A, 'Four Rooms', is a comedy anthology with no particular focus on historical accuracy, featuring bizarre and outrageous events. Option B, 'Across the Sea of Time', while primarily a documentary, still aims to present a historically accurate portrayal of an immigrant's journey to New York City. The latter leans more towards historical accuracy due to its documentary nature.",Loose History,Moderate History,True
5,Historical Accuracy,19,Ace Ventura: When Nature Calls (1995),13,Balto (1995),B,marginal,"Option A, 'Ace Ventura: When Nature Calls', is a comedy that takes significant liberties with historical facts and timelines, placing it closer to the low pole. Option B, 'Balto', while based on a true story, is an animated film that likely simplifies and dramatizes historical events, but still aims to stay closer to historical accuracy than a pure comedy.",Loose History,Somewhat Loose History,True
5,Historical Accuracy,2,Jumanji (1995),50,"Usual Suspects, The (1995)",B,marginal,"Option A, 'Jumanji', is a fantasy film that has no basis in historical events, thus falling very close to the low pole of historical accuracy. Option B, 'The Usual Suspects', while it may contain some elements loosely inspired by real-life crime scenarios, is primarily a fictional narrative and does not aim for historical accuracy, placing it also near the low pole but slightly closer to the middle than 'Jumanji'.",far from strict history,slightly less far from strict history,False
5,Historical Accuracy,21,Get Shorty (1995),23,Assassins (1995),negligible,marginal,"Both 'Get Shorty' and 'Assassins' are fictional narratives that do not aim for historical accuracy, focusing instead on entertainment through their respective genres. Neither film attempts to depict real historical events or figures accurately.",Loose History,Loose History,False
5,Historical Accuracy,22,Copycat (1995),12,Dracula: Dead and Loving It (1995),A,marginal,"Option A, 'Copycat', does not focus on historical accuracy as its primary theme, but rather on a contemporary crime narrative involving fictional characters. Option B, 'Dracula: Dead and Loving It', is a comedy that parodies historical and literary elements, thus taking significant liberties with any historical context. Both films are far from the high pole of historical accuracy, but 'Copycat' is marginally closer due to its lack of deliberate historical distortion.",loosely related to history,parody and farce,True
5,Historical Accuracy,25,Leaving Las Vegas (1995),16,Casino (1995),B,marginal,"Option A, 'Leaving Las Vegas', is a fictional story about personal struggles and relationships, with no particular emphasis on historical accuracy. Option B, 'Casino', while inspired by real events, takes some creative liberties but still aims to portray a slice of Las Vegas's history involving the mafia. Both films are not primarily focused on historical accuracy, but 'Casino' attempts to be closer to historical events.",Loose History,Somewhat Loose History,True
5,Historical Accuracy,26,Othello (1995),4,Waiting to Exhale (1995),A,marginal,"Option A, 'Othello', is an adaptation of a Shakespearean play and thus focuses on dramatic storytelling rather than historical accuracy. Option B, 'Waiting to Exhale', is a contemporary drama that does not claim to be historically accurate. Both films are far from the high pole of historical accuracy, but 'Othello' may have some basis in historical settings, giving it a slight edge.",loosely based on historical settings,contemporary fiction with no historical claims,True
5,Historical Accuracy,27,Now and Then (1995),22,Copycat (1995),A,marginal,"Both 'Now and Then' and 'Copycat' do not focus primarily on historical accuracy, but 'Now and Then' sets its backdrop in a specific year, 1970, which might involve some historical context, whereas 'Copycat' is more about a contemporary thriller plot without a strong emphasis on historical events.",Somewhat mindful of historical setting,Negligible historical context,True
5,Historical Accuracy,28,Persuasion (1995),27,Now and Then (1995),negligible,marginal,"Persuasion (1995) is an adaptation of a literary work set in a specific historical period but focuses more on character development and romance rather than strict historical accuracy. Now and Then (1995), while set in a specific year, is a fictional narrative centered around personal growth and relationships, not historical events. Both films are more focused on storytelling and less on historical accuracy.",loosely historical,loosely historical,False
5,Historical Accuracy,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",33,Wings of Courage (1995),B,marginal,"Option A, 'The City of Lost Children', is a fantasy film set in a surreal and dystopian world, making it far from historical accuracy. Option B, 'Wings of Courage', while a biographical drama, still takes some artistic liberties but aims to portray real historical figures and their adventures in aviation.",Loose History,Somewhat Loose History,True
5,Historical Accuracy,3,Grumpier Old Men (1995),47,Seven (a.k.a. Se7en) (1995),negligible,marginal,"Option A, 'Grumpier Old Men', is a comedy-romance film that does not aim for historical accuracy, focusing instead on character-driven humor and relationships. Option B, 'Seven', while not a historical film, also does not claim any historical accuracy, being a modern-day thriller. Both films are far from the high pole of historical accuracy.",Loose History,Loose History,True
