row_id,wine_id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,text
76761,wine_76761,US,"This is a co-ferment (with native yeast) of 45% Viognier, 30% Marsanne and 25% Roussanne. Exceptional details and mouth-pleasing textures lend extra pleasure throughout this Rhône white blend. Green melon, cucumber and tart tropical fruits carry the succulent and refreshing palate on through a deep dive into an immaculate finish.",Spiral 36,92,28.0,Oregon,Applegate Valley,Southern Oregon,Paul Gregutt,@paulgwine,Cowhorn 2016 Spiral 36 White (Applegate Valley),Rhône-style White Blend,Cowhorn,"Wine for preference modeling. Title: Cowhorn 2016 Spiral 36 White (Applegate Valley). Variety: Rhône-style White Blend. Country: US. Province: Oregon. Points: 92. Price: 28.0. Description: This is a co-ferment (with native yeast) of 45% Viognier, 30% Marsanne and 25% Roussanne. Exceptional details and mouth-pleasing textures lend extra pleasure throughout this Rhône white blend. Green melon, cucumber and tart tropical fruits carry the succulent and refreshing palate on through a deep dive into an immaculate finish."
32944,wine_32944,Australia,"Delivers rather standard Chardonnay aromas and flavors, ranging from hints of toast to ripe peaches and pineapple. It's nicely balanced, showing some lush texture on the midpalate yet retaining citrusy freshness on the finish. Well done, and well priced. Drink now.",Chook Raffle,87,14.0,South Australia,Adelaide Hills,,Joe Czerwinski,@JoeCz,Shoofly 2007 Chook Raffle Chardonnay (Adelaide Hills),Chardonnay,Shoofly,"Wine for preference modeling. Title: Shoofly 2007 Chook Raffle Chardonnay (Adelaide Hills). Variety: Chardonnay. Country: Australia. Province: South Australia. Points: 87. Price: 14.0. Description: Delivers rather standard Chardonnay aromas and flavors, ranging from hints of toast to ripe peaches and pineapple. It's nicely balanced, showing some lush texture on the midpalate yet retaining citrusy freshness on the finish. Well done, and well priced. Drink now."
107437,wine_107437,Czech Republic,"On the nose, spice outweighs fruit, with notes of clove and cinnamon backed by a touch of cherry. On the palate, the tables are turned, with black plum and cherry flavors playing host to a soft touch of baking spice that is most evident on the soft finish.",Znovín Znojmo,88,15.0,Moravia,,,Jeff Jenssen,@worldwineguys,Vino z Czech 2013 Znovín Znojmo St. Laurent (Moravia),St. Laurent,Vino z Czech,"Wine for preference modeling. Title: Vino z Czech 2013 Znovín Znojmo St. Laurent (Moravia). Variety: St. Laurent. Country: Czech Republic. Province: Moravia. Points: 88. Price: 15.0. Description: On the nose, spice outweighs fruit, with notes of clove and cinnamon backed by a touch of cherry. On the palate, the tables are turned, with black plum and cherry flavors playing host to a soft touch of baking spice that is most evident on the soft finish."
62508,wine_62508,US,"Hartford's blended Zin is filled with exuberant aromas of jammy “Zinberry” fruit, baking spices like cinnamon and clove, bittersweet chocolate and black pepper. The vibrant mixed-berry flavors are rich and satisfying, finishing with a touch of warmth and softness.",,91,34.0,California,Russian River Valley,Sonoma,,,Hartford 1999 Zinfandel (Russian River Valley),Zinfandel,Hartford,"Wine for preference modeling. Title: Hartford 1999 Zinfandel (Russian River Valley). Variety: Zinfandel. Country: US. Province: California. Points: 91. Price: 34.0. Description: Hartford's blended Zin is filled with exuberant aromas of jammy “Zinberry” fruit, baking spices like cinnamon and clove, bittersweet chocolate and black pepper. The vibrant mixed-berry flavors are rich and satisfying, finishing with a touch of warmth and softness."
122645,wine_122645,US,"A proprietary, nonvintage blend sourced from Lodi that's 70% Cabernet Sauvignon, 20% Old Vine Zinfandel and 10% Syrah, a wine with bright black and red fruit, good concentration and thick, oaky tannins.",Diamante Super Donne,85,13.0,California,California,California Other,Virginie Boone,@vboone,Sharabella Wines NV Diamante Super Donne Red (California),Red Blend,Sharabella Wines,"Wine for preference modeling. Title: Sharabella Wines NV Diamante Super Donne Red (California). Variety: Red Blend. Country: US. Province: California. Points: 85. Price: 13.0. Description: A proprietary, nonvintage blend sourced from Lodi that's 70% Cabernet Sauvignon, 20% Old Vine Zinfandel and 10% Syrah, a wine with bright black and red fruit, good concentration and thick, oaky tannins."
65799,wine_65799,Austria,"A rounded, creamy, spicy wine that brings out the Rotgipfler's full-bodied character. The wine has an edgy acidity that cuts its richness. Impressive wine, with a feeling of concentration.",Tagelsteiner,90,,Thermenregion,,,Roger Voss,@vossroger,Stadlmann 2009 Tagelsteiner Rotgipfler (Thermenregion),Rotgipfler,Stadlmann,"Wine for preference modeling. Title: Stadlmann 2009 Tagelsteiner Rotgipfler (Thermenregion). Variety: Rotgipfler. Country: Austria. Province: Thermenregion. Points: 90. Price: . Description: A rounded, creamy, spicy wine that brings out the Rotgipfler's full-bodied character. The wine has an edgy acidity that cuts its richness. Impressive wine, with a feeling of concentration."
16969,wine_16969,US,"Young, sharp, and spicy, with underlying layers of peach, apricot, Meyer lemon, butter and caramel. This clearly needs a lot more cellar time to reach its full potential, but it is already a lovely wine to sip at meal's end.",Fancy Pants Late Harvest,90,30.0,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine,Mark Ryan 2008 Fancy Pants Late Harvest Sémillon (Red Mountain),Sémillon,Mark Ryan,"Wine for preference modeling. Title: Mark Ryan 2008 Fancy Pants Late Harvest Sémillon (Red Mountain). Variety: Sémillon. Country: US. Province: Washington. Points: 90. Price: 30.0. Description: Young, sharp, and spicy, with underlying layers of peach, apricot, Meyer lemon, butter and caramel. This clearly needs a lot more cellar time to reach its full potential, but it is already a lovely wine to sip at meal's end."
114833,wine_114833,US,"Tight and unyielding, with a dominating Band-Aid streak that does not disappear even after many hours of breathing time. There is some Walla Walla Syrah berry and loam character evident, and the vineyards are first rate (Seven Hills and Pepper Bridge), but the reductive, plastic flavor masks much of the fruit.",,87,32.0,Oregon,Walla Walla Valley (OR),Oregon Other,Paul Gregutt,@paulgwine,Nuthatch Cellars 2007 Syrah (Walla Walla Valley (OR)),Syrah,Nuthatch Cellars,"Wine for preference modeling. Title: Nuthatch Cellars 2007 Syrah (Walla Walla Valley (OR)). Variety: Syrah. Country: US. Province: Oregon. Points: 87. Price: 32.0. Description: Tight and unyielding, with a dominating Band-Aid streak that does not disappear even after many hours of breathing time. There is some Walla Walla Syrah berry and loam character evident, and the vineyards are first rate (Seven Hills and Pepper Bridge), but the reductive, plastic flavor masks much of the fruit."
112289,wine_112289,US,"This has a reductive nose, with stewed blackberry giving a fruity side to the barnyard-y aromas. The flavors are earthy and savory, with some cigar box surrounding it all, but not tons of fruit.",The Octopus,85,22.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Deep Sea 2011 The Octopus Merlot (Paso Robles),Merlot,Deep Sea,"Wine for preference modeling. Title: Deep Sea 2011 The Octopus Merlot (Paso Robles). Variety: Merlot. Country: US. Province: California. Points: 85. Price: 22.0. Description: This has a reductive nose, with stewed blackberry giving a fruity side to the barnyard-y aromas. The flavors are earthy and savory, with some cigar box surrounding it all, but not tons of fruit."
18600,wine_18600,US,"Rustic and a little sweet tasting, this has flavors of cherry pie, red currant and toast. Drink it with cheeseburgers.",,84,10.0,California,California,California Other,,,Insomnia 2010 Red (California),Red Blend,Insomnia,"Wine for preference modeling. Title: Insomnia 2010 Red (California). Variety: Red Blend. Country: US. Province: California. Points: 84. Price: 10.0. Description: Rustic and a little sweet tasting, this has flavors of cherry pie, red currant and toast. Drink it with cheeseburgers."
20029,wine_20029,Portugal,"Named after the impressive 10-mile long Vasco da Gama bridge that spans the Tagus estuary, this wine is soft, rounded and fruity. It has delicious, ready-to-drink flavors of ripe cherries and juicy plums. The fruit is sustained by the dry tannins and fresh acidity. Drink now.",10 Mile Bridge,86,,Península de Setúbal,,,Roger Voss,@vossroger,Cooperativa Agricola de Santo Isidro de Pegoes 2014 10 Mile Bridge Castelão (Península de Setúbal),Castelão,Cooperativa Agricola de Santo Isidro de Pegoes,"Wine for preference modeling. Title: Cooperativa Agricola de Santo Isidro de Pegoes 2014 10 Mile Bridge Castelão (Península de Setúbal). Variety: Castelão. Country: Portugal. Province: Península de Setúbal. Points: 86. Price: . Description: Named after the impressive 10-mile long Vasco da Gama bridge that spans the Tagus estuary, this wine is soft, rounded and fruity. It has delicious, ready-to-drink flavors of ripe cherries and juicy plums. The fruit is sustained by the dry tannins and fresh acidity. Drink now."
38837,wine_38837,US,"This may be the best bottling yet by actress Drew Barrymore and her team. The pale-pink wine offers light pink lemonade, plum, cherry and bubblegum aromas. The palate combines lime juice, pluot flesh and mandarin zest, set against a chalky backbone and laced with bright acidity.",Rosé of,90,18.0,California,Monterey County,Central Coast,Matt Kettmann,@mattkettmann,Barrymore by Carmel Road 2016 Rosé of Pinot Noir (Monterey County),Pinot Noir,Barrymore by Carmel Road,"Wine for preference modeling. Title: Barrymore by Carmel Road 2016 Rosé of Pinot Noir (Monterey County). Variety: Pinot Noir. Country: US. Province: California. Points: 90. Price: 18.0. Description: This may be the best bottling yet by actress Drew Barrymore and her team. The pale-pink wine offers light pink lemonade, plum, cherry and bubblegum aromas. The palate combines lime juice, pluot flesh and mandarin zest, set against a chalky backbone and laced with bright acidity."
129413,wine_129413,Australia,"A bit more austere than some of Kilikanoon's other cuveés, Mort's Block is in it for the long haul. Still a baby, it currently shows lemon-lime characters, with kerosene and Barbie doll plastic. The palate is linear and supercitrusy. Drink 2018–2025.",Mort's Block,89,20.0,South Australia,Clare Valley,,,,Kilikanoon 2016 Mort's Block Riesling (Clare Valley),Riesling,Kilikanoon,"Wine for preference modeling. Title: Kilikanoon 2016 Mort's Block Riesling (Clare Valley). Variety: Riesling. Country: Australia. Province: South Australia. Points: 89. Price: 20.0. Description: A bit more austere than some of Kilikanoon's other cuveés, Mort's Block is in it for the long haul. Still a baby, it currently shows lemon-lime characters, with kerosene and Barbie doll plastic. The palate is linear and supercitrusy. Drink 2018–2025."
59282,wine_59282,New Zealand,"The deep gold color with a hint of copper suggests some skin contact. The attractive melon, lychee and spice aromas quickly dissipate with air, leaving mot much more than a slight astringency on the finish. Sourced from Nelson.",,83,25.0,New Zealand,,,Joe Czerwinski,@JoeCz,Crowded House 2007 Pinot Gris (New Zealand),Pinot Gris,Crowded House,"Wine for preference modeling. Title: Crowded House 2007 Pinot Gris (New Zealand). Variety: Pinot Gris. Country: New Zealand. Province: New Zealand. Points: 83. Price: 25.0. Description: The deep gold color with a hint of copper suggests some skin contact. The attractive melon, lychee and spice aromas quickly dissipate with air, leaving mot much more than a slight astringency on the finish. Sourced from Nelson."
43649,wine_43649,Spain,"CVNE's top wines from 2010 are outstanding across the board. This sun-baked wine is bursting with black cherry, blackberry, spice, vanilla and cedary aromas. A tight, exact and fresh palate blends richness and balance, while ripe blackberry, cassis and black pepper flavors finish with a pure feel, a touch of buttery oak, and nuances of licorice and herbs. Drink this modern beauty through 2025.",Pagos de Viña Real,95,110.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,CVNE 2010 Pagos de Viña Real  (Rioja),Tempranillo Blend,CVNE,"Wine for preference modeling. Title: CVNE 2010 Pagos de Viña Real (Rioja). Variety: Tempranillo Blend. Country: Spain. Province: Northern Spain. Points: 95. Price: 110.0. Description: CVNE's top wines from 2010 are outstanding across the board. This sun-baked wine is bursting with black cherry, blackberry, spice, vanilla and cedary aromas. A tight, exact and fresh palate blends richness and balance, while ripe blackberry, cassis and black pepper flavors finish with a pure feel, a touch of buttery oak, and nuances of licorice and herbs. Drink this modern beauty through 2025."
54168,wine_54168,Spain,"Oaky, concentrated black-fruit aromas feature notes of graphite and savory earth. This Monastrell is deep, jammy and textured on a full-bodied palate. Spicy oak and black-plum flavors finish toasty, with hints of baking spices and dried herbs. Drink through 2019.",La Finca Selección Monastrell,90,35.0,Levante,Jumilla,,Michael Schachner,@wineschach,Baica 2015 La Finca Selección Monastrell Monastrell (Jumilla),Monastrell,Baica,"Wine for preference modeling. Title: Baica 2015 La Finca Selección Monastrell Monastrell (Jumilla). Variety: Monastrell. Country: Spain. Province: Levante. Points: 90. Price: 35.0. Description: Oaky, concentrated black-fruit aromas feature notes of graphite and savory earth. This Monastrell is deep, jammy and textured on a full-bodied palate. Spicy oak and black-plum flavors finish toasty, with hints of baking spices and dried herbs. Drink through 2019."
64349,wine_64349,US,"Journaux, the winery notes, is an old Burgundian term for the amount of land a person could plow by horse in a single day. The Azana vineyard is the source for the fruit, and is about four journaux in size. It brings flavors of strawberry candy, raspberry soda, and a bit of Dr Pepper. At first a forward, fruity, charming wine, it turns brambly and herbal in the well-balanced finish.",Quatre Journaux,91,70.0,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine,Scott Paul 2012 Quatre Journaux Pinot Noir (Chehalem Mountains),Pinot Noir,Scott Paul,"Wine for preference modeling. Title: Scott Paul 2012 Quatre Journaux Pinot Noir (Chehalem Mountains). Variety: Pinot Noir. Country: US. Province: Oregon. Points: 91. Price: 70.0. Description: Journaux, the winery notes, is an old Burgundian term for the amount of land a person could plow by horse in a single day. The Azana vineyard is the source for the fruit, and is about four journaux in size. It brings flavors of strawberry candy, raspberry soda, and a bit of Dr Pepper. At first a forward, fruity, charming wine, it turns brambly and herbal in the well-balanced finish."
128350,wine_128350,US,"It's swanky because of the crisp acidity and dryness, and the minerality that boosts the lemon, lime and Asian pear flavors. An easy-to-like wine that feels elegant.",Swanky White,88,12.0,California,California,California Other,,,Hey Mambo 2009 Swanky White White (California),White Blend,Hey Mambo,"Wine for preference modeling. Title: Hey Mambo 2009 Swanky White White (California). Variety: White Blend. Country: US. Province: California. Points: 88. Price: 12.0. Description: It's swanky because of the crisp acidity and dryness, and the minerality that boosts the lemon, lime and Asian pear flavors. An easy-to-like wine that feels elegant."
38887,wine_38887,France,"Aromas of green apples bring a fresh burst of acidity. The wine is bright, with a firm texture of lime zest and red apple skins.",Colombard,86,12.0,Southwest France,Vin de Pays des Côtes de Gascogne,,Roger Voss,@vossroger,Domaine de Mirail 2008 Colombard Colombard (Vin de Pays des Côtes de Gascogne),Colombard,Domaine de Mirail,"Wine for preference modeling. Title: Domaine de Mirail 2008 Colombard Colombard (Vin de Pays des Côtes de Gascogne). Variety: Colombard. Country: France. Province: Southwest France. Points: 86. Price: 12.0. Description: Aromas of green apples bring a fresh burst of acidity. The wine is bright, with a firm texture of lime zest and red apple skins."
81957,wine_81957,,"This wine is made from grapes grown in the Lake Balaton region and has aromas of lemon blossom, vanilla and lemon curd, which lead the way to well-combined flavors of green apple, pear and pineapple. It is medium bodied on the palate with a clean finish.",Márga,89,18.0,,,,Jeff Jenssen,@worldwineguys,St. Donat 2015 Márga Furmint,Furmint,St. Donat,"Wine for preference modeling. Title: St. Donat 2015 Márga Furmint. Variety: Furmint. Country: . Province: . Points: 89. Price: 18.0. Description: This wine is made from grapes grown in the Lake Balaton region and has aromas of lemon blossom, vanilla and lemon curd, which lead the way to well-combined flavors of green apple, pear and pineapple. It is medium bodied on the palate with a clean finish."
70070,wine_70070,US,"Chris Gorman's “Devil” project includes this juicy, fruity red blend, based mostly upon Bordeaux grapes. The forward cherry-berry flavors push through with some power into a chocolate-malted explosion with peppery highlights.",The Devil You Know,89,28.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine,Gorman 2012 The Devil You Know Red (Columbia Valley (WA)),Red Blend,Gorman,"Wine for preference modeling. Title: Gorman 2012 The Devil You Know Red (Columbia Valley (WA)). Variety: Red Blend. Country: US. Province: Washington. Points: 89. Price: 28.0. Description: Chris Gorman's “Devil” project includes this juicy, fruity red blend, based mostly upon Bordeaux grapes. The forward cherry-berry flavors push through with some power into a chocolate-malted explosion with peppery highlights."
55878,wine_55878,South Africa,"Vanilla, honey, citrus and spice aromas lead this luscious white blend from Bellingham. On the palate, vanilla, lemon and creamy white fruit all mingle in a round, integrated character, but are spun with spice. A pretty, appealing white with something for everyone.",Fair Maiden,89,19.0,Franschhoek,,,Susan Kostrzewa,@suskostrzewa,Bellingham 2008 Fair Maiden White (Franschhoek),White Blend,Bellingham,"Wine for preference modeling. Title: Bellingham 2008 Fair Maiden White (Franschhoek). Variety: White Blend. Country: South Africa. Province: Franschhoek. Points: 89. Price: 19.0. Description: Vanilla, honey, citrus and spice aromas lead this luscious white blend from Bellingham. On the palate, vanilla, lemon and creamy white fruit all mingle in a round, integrated character, but are spun with spice. A pretty, appealing white with something for everyone."
30227,wine_30227,US,"Notes of honeyed nut and yellow apple fill the nose, with traces of tropical fruit and white flower adding interest. The palate is light to medium bodied, and it offers fresh acidity. While the wine doesn't exude Viognier's exotic, voluptuous traits, it demonstrates the grape's restrained, elegant side.",,86,22.0,Virginia,Shenandoah Valley,,,,Barren Ridge 2011 Viognier (Shenandoah Valley),Viognier,Barren Ridge,"Wine for preference modeling. Title: Barren Ridge 2011 Viognier (Shenandoah Valley). Variety: Viognier. Country: US. Province: Virginia. Points: 86. Price: 22.0. Description: Notes of honeyed nut and yellow apple fill the nose, with traces of tropical fruit and white flower adding interest. The palate is light to medium bodied, and it offers fresh acidity. While the wine doesn't exude Viognier's exotic, voluptuous traits, it demonstrates the grape's restrained, elegant side."
89336,wine_89336,US,"This might be called banana Port, for a rich, banana flavor is what dominates. Of course, with Muscat, you will also find tangerine and orange, like a tangy sauce over the richer, creamier banana. You've got to think—pair this with a banana split? Could be the dessert of the century!",Port,87,28.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine,David Hill 2006 Port Muscat (Willamette Valley),Muscat,David Hill,"Wine for preference modeling. Title: David Hill 2006 Port Muscat (Willamette Valley). Variety: Muscat. Country: US. Province: Oregon. Points: 87. Price: 28.0. Description: This might be called banana Port, for a rich, banana flavor is what dominates. Of course, with Muscat, you will also find tangerine and orange, like a tangy sauce over the richer, creamier banana. You've got to think—pair this with a banana split? Could be the dessert of the century!"
