row_id,movie_id,title,genres,plot_summary,director,stars,text,rating_count
19351,100498,"Good Day to Die Hard, A (2013)",Action|Crime|Thriller|IMAX,"'A Good Day to Die Hard' follows John McClane as he travels to Russia to help his estranged son, Jack, who is caught up in a dangerous conspiracy. As father and son team up to take on the villains, they must confront their troubled past and work together to save the day. The movie is a high-octane action thriller with family at its core.",John Moore,"Bruce Willis, Jai Courtney, Sebastian Koch","Movie for preference modeling. Title: Good Day to Die Hard, A (2013). Genres: Action|Crime|Thriller|IMAX. Director: John Moore. Stars: Bruce Willis, Jai Courtney, Sebastian Koch. Plot summary: 'A Good Day to Die Hard' follows John McClane as he travels to Russia to help his estranged son, Jack, who is caught up in a dangerous conspiracy. As father and son team up to take on the villains, they must confront their troubled past and work together to save the day. The movie is a high-octane action thriller with family at its core.",1559
3712,3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),Comedy,"'Everything You Always Wanted to Know About Sex * But Were Afraid to Ask' is a comedic anthology film that humorously explores various aspects of human sexuality through a series of vignettes. From absurd scenarios to witty observations, the film tackles taboo subjects with irreverence and wit.",Woody Allen,"Woody Allen, Gene Wilder, Louise Lasser","Movie for preference modeling. Title: Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972). Genres: Comedy. Director: Woody Allen. Stars: Woody Allen, Gene Wilder, Louise Lasser. Plot summary: 'Everything You Always Wanted to Know About Sex * But Were Afraid to Ask' is a comedic anthology film that humorously explores various aspects of human sexuality through a series of vignettes. From absurd scenarios to witty observations, the film tackles taboo subjects with irreverence and wit.",2370
2413,2504,200 Cigarettes (1999),Comedy|Drama,"200 Cigarettes is a comedy-drama set in New York City on New Year's Eve 1981. The film interweaves multiple storylines involving various characters as they navigate love, friendship, and self-discovery on the eve of a new year. With parties, misadventures, and unexpected connections, the film captures the spirit of celebration and introspection. 200 Cigarettes explores themes of relationships, nostalgia, and the search for meaning amid the chaos of a festive night.",Risa Bramon Garcia,"Ben Affleck, Casey Affleck, Dave Chappelle","Movie for preference modeling. Title: 200 Cigarettes (1999). Genres: Comedy|Drama. Director: Risa Bramon Garcia. Stars: Ben Affleck, Casey Affleck, Dave Chappelle. Plot summary: 200 Cigarettes is a comedy-drama set in New York City on New Year's Eve 1981. The film interweaves multiple storylines involving various characters as they navigate love, friendship, and self-discovery on the eve of a new year. With parties, misadventures, and unexpected connections, the film captures the spirit of celebration and introspection. 200 Cigarettes explores themes of relationships, nostalgia, and the search for meaning amid the chaos of a festive night.",1629
2122,2212,"Man Who Knew Too Much, The (1934)",Drama|Thriller,"A family becomes entangled in an international assassination plot while on vacation in Switzerland. When their daughter is kidnapped to silence them, the couple must race against time to save her and prevent a political assassination.",Alfred Hitchcock,"Peter Lorre, Edna Best, Leslie Banks","Movie for preference modeling. Title: Man Who Knew Too Much, The (1934). Genres: Drama|Thriller. Director: Alfred Hitchcock. Stars: Peter Lorre, Edna Best, Leslie Banks. Plot summary: A family becomes entangled in an international assassination plot while on vacation in Switzerland. When their daughter is kidnapped to silence them, the couple must race against time to save her and prevent a political assassination.",1439
15265,80590,Wall Street: Money Never Sleeps (2010),Drama,"In this sequel to the original 'Wall Street', Gordon Gekko is released from prison and tries to reconnect with his estranged daughter while also mentoring a young Wall Street trader. As the 2008 financial crisis unfolds, relationships are tested and new alliances are formed. The film explores themes of greed, loyalty, and the ever-changing landscape of the financial world.",Oliver Stone,"Shia LaBeouf, Michael Douglas, Carey Mulligan","Movie for preference modeling. Title: Wall Street: Money Never Sleeps (2010). Genres: Drama. Director: Oliver Stone. Stars: Shia LaBeouf, Michael Douglas, Carey Mulligan. Plot summary: In this sequel to the original 'Wall Street', Gordon Gekko is released from prison and tries to reconnect with his estranged daughter while also mentoring a young Wall Street trader. As the 2008 financial crisis unfolds, relationships are tested and new alliances are formed. The film explores themes of greed, loyalty, and the ever-changing landscape of the financial world.",1133
2679,2771,Brokedown Palace (1999),Drama,"'Brokedown Palace' tells the story of two best friends who travel to Thailand for a vacation but end up being arrested for drug smuggling. As they face the harsh reality of a foreign legal system, their friendship is tested, and they must fight for justice and freedom. Directed by Jonathan Kaplan, the film is a powerful drama that explores themes of betrayal, resilience, and the bond of friendship.",Jonathan Kaplan,"Claire Danes, Kate Beckinsale, Bill Pullman","Movie for preference modeling. Title: Brokedown Palace (1999). Genres: Drama. Director: Jonathan Kaplan. Stars: Claire Danes, Kate Beckinsale, Bill Pullman. Plot summary: 'Brokedown Palace' tells the story of two best friends who travel to Thailand for a vacation but end up being arrested for drug smuggling. As they face the harsh reality of a foreign legal system, their friendship is tested, and they must fight for justice and freedom. Directed by Jonathan Kaplan, the film is a powerful drama that explores themes of betrayal, resilience, and the bond of friendship.",1694
2285,2376,"View to a Kill, A (1985)",Action|Adventure|Thriller,"In 'A View to a Kill', James Bond is on a mission to investigate a plot to destroy California's Silicon Valley. He uncovers a scheme led by the villainous Max Zorin who plans to trigger a massive earthquake in the area. Bond teams up with geologist Stacey Sutton to stop Zorin's evil plan and save the day. The movie features thrilling action sequences, iconic Bond moments, and a showdown atop the Golden Gate Bridge.",John Glen,"Roger Moore, Christopher Walken, Tanya Roberts","Movie for preference modeling. Title: View to a Kill, A (1985). Genres: Action|Adventure|Thriller. Director: John Glen. Stars: Roger Moore, Christopher Walken, Tanya Roberts. Plot summary: In 'A View to a Kill', James Bond is on a mission to investigate a plot to destroy California's Silicon Valley. He uncovers a scheme led by the villainous Max Zorin who plans to trigger a massive earthquake in the area. Bond teams up with geologist Stacey Sutton to stop Zorin's evil plan and save the day. The movie features thrilling action sequences, iconic Bond moments, and a showdown atop the Golden Gate Bridge.",4210
982,1005,D3: The Mighty Ducks (1996),Children|Comedy,"D3: The Mighty Ducks is a 1996 sports comedy-drama film directed by Robert Lieberman. The movie continues the story of a junior ice hockey team, the Mighty Ducks, as they face new challenges and rivalries in their quest for success. As the team navigates personal growth and teamwork, they must overcome obstacles on and off the ice to prove their worth. Starring Emilio Estevez, Jeffrey Nordling, and David Selby.",Robert Lieberman,"Emilio Estevez, Jeffrey Nordling, David Selby","Movie for preference modeling. Title: D3: The Mighty Ducks (1996). Genres: Children|Comedy. Director: Robert Lieberman. Stars: Emilio Estevez, Jeffrey Nordling, David Selby. Plot summary: D3: The Mighty Ducks is a 1996 sports comedy-drama film directed by Robert Lieberman. The movie continues the story of a junior ice hockey team, the Mighty Ducks, as they face new challenges and rivalries in their quest for success. As the team navigates personal growth and teamwork, they must overcome obstacles on and off the ice to prove their worth. Starring Emilio Estevez, Jeffrey Nordling, and David Selby.",2227
21700,111759,Edge of Tomorrow (2014),Action|Sci-Fi|IMAX,"In this sci-fi action film, a military officer finds himself trapped in a time loop during a war against alien invaders. As he relives the same day repeatedly, he hones his combat skills with the help of a seasoned warrior to break the cycle and save humanity from impending doom.",Doug Liman,"Tom Cruise, Emily Blunt, Bill Paxton","Movie for preference modeling. Title: Edge of Tomorrow (2014). Genres: Action|Sci-Fi|IMAX. Director: Doug Liman. Stars: Tom Cruise, Emily Blunt, Bill Paxton. Plot summary: In this sci-fi action film, a military officer finds himself trapped in a time loop during a war against alien invaders. As he relives the same day repeatedly, he hones his combat skills with the help of a seasoned warrior to break the cycle and save humanity from impending doom.",19760
41927,161922,The Edge of Seventeen (2016),Comedy,"Nadine, a high school junior, struggles with the challenges of adolescence and the complexities of relationships. When her best friend starts dating her older brother, Nadine feels isolated and alone, leading her to seek solace in unexpected places. Through humor and heartache, Nadine navigates the edge of seventeen, discovering the true meaning of friendship and self-acceptance.",Kelly Fremon Craig,"Hailee Steinfeld, Haley Lu Richardson, Blake Jenner","Movie for preference modeling. Title: The Edge of Seventeen (2016). Genres: Comedy. Director: Kelly Fremon Craig. Stars: Hailee Steinfeld, Haley Lu Richardson, Blake Jenner. Plot summary: Nadine, a high school junior, struggles with the challenges of adolescence and the complexities of relationships. When her best friend starts dating her older brother, Nadine feels isolated and alone, leading her to seek solace in unexpected places. Through humor and heartache, Nadine navigates the edge of seventeen, discovering the true meaning of friendship and self-acceptance.",1685
3654,3754,"Adventures of Rocky and Bullwinkle, The (2000)",Adventure|Animation|Children|Comedy|Fantasy,"Based on the popular animated series, The Adventures of Rocky and Bullwinkle brings the iconic characters to life in a live-action/animated hybrid film. When the evil duo of Boris and Natasha threaten to take over the world, it's up to Rocky, Bullwinkle, and FBI agent Karen Sympathy to save the day and stop their nefarious plans.",Des McAnuff,"Rene Russo, Jason Alexander, Piper Perabo","Movie for preference modeling. Title: Adventures of Rocky and Bullwinkle, The (2000). Genres: Adventure|Animation|Children|Comedy|Fantasy. Director: Des McAnuff. Stars: Rene Russo, Jason Alexander, Piper Perabo. Plot summary: Based on the popular animated series, The Adventures of Rocky and Bullwinkle brings the iconic characters to life in a live-action/animated hybrid film. When the evil duo of Boris and Natasha threaten to take over the world, it's up to Rocky, Bullwinkle, and FBI agent Karen Sympathy to save the day and stop their nefarious plans.",1812
16278,86142,13 Assassins (Jûsan-nin no shikaku) (2010),Action,"13 Assassins is a gripping samurai film set in feudal Japan, where a group of skilled warriors is assembled to assassinate a sadistic lord. As the assassins meticulously plan their attack, they face overwhelming odds and moral dilemmas. The film culminates in an epic battle sequence that showcases the valor and sacrifice of the thirteen warriors.",Takashi Miike,"Kôji Yakusho, Takayuki Yamada, Yûsuke Iseya","Movie for preference modeling. Title: 13 Assassins (Jûsan-nin no shikaku) (2010). Genres: Action. Director: Takashi Miike. Stars: Kôji Yakusho, Takayuki Yamada, Yûsuke Iseya. Plot summary: 13 Assassins is a gripping samurai film set in feudal Japan, where a group of skilled warriors is assembled to assassinate a sadistic lord. As the assassins meticulously plan their attack, they face overwhelming odds and moral dilemmas. The film culminates in an epic battle sequence that showcases the valor and sacrifice of the thirteen warriors.",1114
22442,114847,Autómata (Automata) (2014),Sci-Fi|Thriller,"In a dystopian future, where robots are integral to human society, an insurance agent uncovers a series of anomalies in the behavior of a robot. As he investigates further, he discovers a conspiracy that could change the course of humanity. The agent must navigate a dangerous world of corporate intrigue and technological advancement to uncover the truth behind the robots' evolving consciousness.",Gabe Ibáñez,"Antonio Banderas, Birgitte Hjort Sørensen, Dylan McDermott","Movie for preference modeling. Title: Autómata (Automata) (2014). Genres: Sci-Fi|Thriller. Director: Gabe Ibáñez. Stars: Antonio Banderas, Birgitte Hjort Sørensen, Dylan McDermott. Plot summary: In a dystopian future, where robots are integral to human society, an insurance agent uncovers a series of anomalies in the behavior of a robot. As he investigates further, he discovers a conspiracy that could change the course of humanity. The agent must navigate a dangerous world of corporate intrigue and technological advancement to uncover the truth behind the robots' evolving consciousness.",1057
952,973,Meet John Doe (1941),Comedy|Drama,"Meet John Doe tells the story of a down-and-out former baseball player who becomes the unwitting figurehead of a grassroots political movement. The film explores themes of populism, media manipulation, and the power of collective action as John Doe's message resonates with the public. Through the characters' journey of self-discovery and redemption, the movie offers a compelling commentary on the nature of democracy and social change.",Frank Capra,"Gary Cooper, Barbara Stanwyck, Edward Arnold","Movie for preference modeling. Title: Meet John Doe (1941). Genres: Comedy|Drama. Director: Frank Capra. Stars: Gary Cooper, Barbara Stanwyck, Edward Arnold. Plot summary: Meet John Doe tells the story of a down-and-out former baseball player who becomes the unwitting figurehead of a grassroots political movement. The film explores themes of populism, media manipulation, and the power of collective action as John Doe's message resonates with the public. Through the characters' journey of self-discovery and redemption, the movie offers a compelling commentary on the nature of democracy and social change.",1036
6834,6958,"Haunted Mansion, The (2003)",Children|Comedy|Fantasy|Horror,"'The Haunted Mansion' follows a family's eerie encounter with restless spirits in a haunted estate. As they unravel the mysteries of the mansion's dark past and confront vengeful ghosts, they must navigate a treacherous journey to uncover the truth and break the curse. With a blend of spooky thrills and supernatural intrigue, the film captures the essence of classic ghost stories while offering a modern twist on the haunted house genre.",Rob Minkoff,"Eddie Murphy, Marsha Thomason, Terence Stamp","Movie for preference modeling. Title: Haunted Mansion, The (2003). Genres: Children|Comedy|Fantasy|Horror. Director: Rob Minkoff. Stars: Eddie Murphy, Marsha Thomason, Terence Stamp. Plot summary: 'The Haunted Mansion' follows a family's eerie encounter with restless spirits in a haunted estate. As they unravel the mysteries of the mansion's dark past and confront vengeful ghosts, they must navigate a treacherous journey to uncover the truth and break the curse. With a blend of spooky thrills and supernatural intrigue, the film captures the essence of classic ghost stories while offering a modern twist on the haunted house genre.",1204
2290,2381,Police Academy 4: Citizens on Patrol (1987),Comedy|Crime,"'Police Academy 4: Citizens on Patrol' introduces a new program where civilians join the police force to assist officers in crime-fighting. The misfit recruits, along with a group of eager civilian volunteers, form a new squad to tackle crime in the community. As they face new challenges and zany situations, the recruits and civilians must work together to maintain peace and order. The film blends comedy, action, and teamwork in a lighthearted and entertaining story.",Jim Drake,"Steve Guttenberg, Bubba Smith, Michael Winslow","Movie for preference modeling. Title: Police Academy 4: Citizens on Patrol (1987). Genres: Comedy|Crime. Director: Jim Drake. Stars: Steve Guttenberg, Bubba Smith, Michael Winslow. Plot summary: 'Police Academy 4: Citizens on Patrol' introduces a new program where civilians join the police force to assist officers in crime-fighting. The misfit recruits, along with a group of eager civilian volunteers, form a new squad to tackle crime in the community. As they face new challenges and zany situations, the recruits and civilians must work together to maintain peace and order. The film blends comedy, action, and teamwork in a lighthearted and entertaining story.",3011
229,232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,"Eat Drink Man Woman is a heartwarming drama that follows a widowed master chef and his three unmarried daughters living in Taipei. As the family navigates love, relationships, and the complexities of modern life, the father expresses his love through elaborate Sunday dinners that serve as the backdrop for their emotional revelations. The film explores themes of tradition, family dynamics, and the interconnectedness of food and love.",Ang Lee,"Sihung Lung, Yu-Wen Wang, Chien-Lien Wu","Movie for preference modeling. Title: Eat Drink Man Woman (Yin shi nan nu) (1994). Genres: Comedy|Drama|Romance. Director: Ang Lee. Stars: Sihung Lung, Yu-Wen Wang, Chien-Lien Wu. Plot summary: Eat Drink Man Woman is a heartwarming drama that follows a widowed master chef and his three unmarried daughters living in Taipei. As the family navigates love, relationships, and the complexities of modern life, the father expresses his love through elaborate Sunday dinners that serve as the backdrop for their emotional revelations. The film explores themes of tradition, family dynamics, and the interconnectedness of food and love.",6295
323,328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,A mysterious drifter arrives at a boarding house with a relic that can fend off demonic forces. He must protect the artifact from a demon seeking to claim it and unleash evil upon the world.,Ernest R. Dickerson,"Billy Zane, William Sadler, Jada Pinkett Smith","Movie for preference modeling. Title: Tales from the Crypt Presents: Demon Knight (1995). Genres: Horror|Thriller. Director: Ernest R. Dickerson. Stars: Billy Zane, William Sadler, Jada Pinkett Smith. Plot summary: A mysterious drifter arrives at a boarding house with a relic that can fend off demonic forces. He must protect the artifact from a demon seeking to claim it and unleash evil upon the world.",2594
1824,1913,Picnic at Hanging Rock (1975),Drama|Mystery,"Picnic at Hanging Rock is a mystery drama film set in 1900 that follows the disappearance of three schoolgirls and a teacher during a picnic at a geological formation. Directed by Peter Weir, the film explores themes of mystery, repression, and the supernatural as the community grapples with the unexplained event. The top 3 starring actors are Rachel Roberts, Anne-Louise Lambert, and Vivean Gray.",Peter Weir,"Rachel Roberts, Anne-Louise Lambert, Vivean Gray","Movie for preference modeling. Title: Picnic at Hanging Rock (1975). Genres: Drama|Mystery. Director: Peter Weir. Stars: Rachel Roberts, Anne-Louise Lambert, Vivean Gray. Plot summary: Picnic at Hanging Rock is a mystery drama film set in 1900 that follows the disappearance of three schoolgirls and a teacher during a picnic at a geological formation. Directed by Peter Weir, the film explores themes of mystery, repression, and the supernatural as the community grapples with the unexplained event. The top 3 starring actors are Rachel Roberts, Anne-Louise Lambert, and Vivean Gray.",2101
61055,202429,Once Upon a Time in Hollywood (2019),Comedy|Drama,"Set in 1969 Los Angeles, the film follows a fading TV actor and his stunt double as they navigate a changing industry. Amidst the backdrop of the Manson Family murders, the duo grapple with their careers and friendship. Director Quentin Tarantino delivers a nostalgic tribute to Hollywood's golden age, blending fiction with historical events. The film explores themes of fame, friendship, and the passage of time, culminating in a revisionist ending that reimagines a tragic moment in Hollywood history.",Quentin Tarantino,"Leonardo DiCaprio, Brad Pitt, Margot Robbie","Movie for preference modeling. Title: Once Upon a Time in Hollywood (2019). Genres: Comedy|Drama. Director: Quentin Tarantino. Stars: Leonardo DiCaprio, Brad Pitt, Margot Robbie. Plot summary: Set in 1969 Los Angeles, the film follows a fading TV actor and his stunt double as they navigate a changing industry. Amidst the backdrop of the Manson Family murders, the duo grapple with their careers and friendship. Director Quentin Tarantino delivers a nostalgic tribute to Hollywood's golden age, blending fiction with historical events. The film explores themes of fame, friendship, and the passage of time, culminating in a revisionist ending that reimagines a tragic moment in Hollywood history.",7035
6412,6534,Hulk (2003),Action|Adventure|Sci-Fi,"Directed by Ang Lee, Hulk is a superhero film based on the Marvel Comics character of the same name. The story follows scientist Bruce Banner, who, after a lab accident involving gamma radiation, acquires the ability to transform into the giant green-skinned Hulk when experiencing intense emotions. As Banner struggles to control his alter ego and evade military forces seeking to exploit his powers, he uncovers dark secrets from his past.",Ang Lee,"Eric Bana, Jennifer Connelly, Sam Elliott","Movie for preference modeling. Title: Hulk (2003). Genres: Action|Adventure|Sci-Fi. Director: Ang Lee. Stars: Eric Bana, Jennifer Connelly, Sam Elliott. Plot summary: Directed by Ang Lee, Hulk is a superhero film based on the Marvel Comics character of the same name. The story follows scientist Bruce Banner, who, after a lab accident involving gamma radiation, acquires the ability to transform into the giant green-skinned Hulk when experiencing intense emotions. As Banner struggles to control his alter ego and evade military forces seeking to exploit his powers, he uncovers dark secrets from his past.",8865
2548,2639,Mommie Dearest (1981),Drama,"'Mommie Dearest' is a biographical drama film based on the memoir of actress Joan Crawford's adopted daughter, Christina Crawford. Directed by Frank Perry, the film portrays the abusive and tumultuous relationship between Joan and Christina, revealing the darker side of Hollywood glamour.",Frank Perry,"Faye Dunaway, Diana Scarwid, Steve Forrest","Movie for preference modeling. Title: Mommie Dearest (1981). Genres: Drama. Director: Frank Perry. Stars: Faye Dunaway, Diana Scarwid, Steve Forrest. Plot summary: 'Mommie Dearest' is a biographical drama film based on the memoir of actress Joan Crawford's adopted daughter, Christina Crawford. Directed by Frank Perry, the film portrays the abusive and tumultuous relationship between Joan and Christina, revealing the darker side of Hollywood glamour.",1300
13965,72294,"Christmas Carol, A (2009)",Animation|Children|Drama|Fantasy|IMAX,"In this adaptation of Charles Dickens' classic story, a miserly old man named Ebenezer Scrooge is visited by the ghosts of Christmas Past, Present, and Future. Through these spectral visits, Scrooge learns the true meaning of Christmas and the importance of compassion and generosity. As he undergoes a transformation, he rediscovers his lost humanity and finds redemption.",Robert Zemeckis,"Jim Carrey, Gary Oldman, Colin Firth","Movie for preference modeling. Title: Christmas Carol, A (2009). Genres: Animation|Children|Drama|Fantasy|IMAX. Director: Robert Zemeckis. Stars: Jim Carrey, Gary Oldman, Colin Firth. Plot summary: In this adaptation of Charles Dickens' classic story, a miserly old man named Ebenezer Scrooge is visited by the ghosts of Christmas Past, Present, and Future. Through these spectral visits, Scrooge learns the true meaning of Christmas and the importance of compassion and generosity. As he undergoes a transformation, he rediscovers his lost humanity and finds redemption.",1439
7495,7842,Dune (2000),Drama|Fantasy|Sci-Fi,"In the year 10191, a spice called melange is the most valuable substance in the universe, and its only source is the desert planet Arrakis. When the Duke's son, Paul Atreides, and his family are betrayed, Paul leads a rebellion to restore his family's control over Arrakis. With the help of the Fremen, the desert nomads, Paul fulfills his destiny as the messiah known as Muad'Dib.",John Harrison,"William Hurt, Alec Newman, Saskia Reeves","Movie for preference modeling. Title: Dune (2000). Genres: Drama|Fantasy|Sci-Fi. Director: John Harrison. Stars: William Hurt, Alec Newman, Saskia Reeves. Plot summary: In the year 10191, a spice called melange is the most valuable substance in the universe, and its only source is the desert planet Arrakis. When the Duke's son, Paul Atreides, and his family are betrayed, Paul leads a rebellion to restore his family's control over Arrakis. With the help of the Fremen, the desert nomads, Paul fulfills his destiny as the messiah known as Muad'Dib.",1859
11025,47640,Beerfest (2006),Comedy,"In 'Beerfest', two brothers travel to Germany for a secret beer competition only to stumble upon a centuries-old, hidden and fiercely competitive drinking game. As they train for the epic event, they must navigate the treacherous world of underground beer games and face off against formidable opponents. The brothers must not only master the art of beer drinking but also uncover the dark secrets of their family history. Filled with humor, outrageous challenges, and unexpected twists, 'Beerfest' is a hilarious and raucous comedy about brotherhood, tradition, and the love of beer.",Jay Chandrasekhar,"Jay Chandrasekhar, Kevin Heffernan, Steve Lemme","Movie for preference modeling. Title: Beerfest (2006). Genres: Comedy. Director: Jay Chandrasekhar. Stars: Jay Chandrasekhar, Kevin Heffernan, Steve Lemme. Plot summary: In 'Beerfest', two brothers travel to Germany for a secret beer competition only to stumble upon a centuries-old, hidden and fiercely competitive drinking game. As they train for the epic event, they must navigate the treacherous world of underground beer games and face off against formidable opponents. The brothers must not only master the art of beer drinking but also uncover the dark secrets of their family history. Filled with humor, outrageous challenges, and unexpected twists, 'Beerfest' is a hilarious and raucous comedy about brotherhood, tradition, and the love of beer.",1593
1909,1998,Exorcist II: The Heretic (1977),Horror,"Exorcist II: The Heretic (1977) delves into the aftermath of the first film, exploring the lingering effects of the exorcism on Regan. Directed by John Boorman, the sequel delves into psychological and metaphysical themes. The top 3 starring actors are Linda Blair, Richard Burton, and Louise Fletcher.",John Boorman,"Linda Blair, Richard Burton, Louise Fletcher","Movie for preference modeling. Title: Exorcist II: The Heretic (1977). Genres: Horror. Director: John Boorman. Stars: Linda Blair, Richard Burton, Louise Fletcher. Plot summary: Exorcist II: The Heretic (1977) delves into the aftermath of the first film, exploring the lingering effects of the exorcism on Regan. Directed by John Boorman, the sequel delves into psychological and metaphysical themes. The top 3 starring actors are Linda Blair, Richard Burton, and Louise Fletcher.",1154
4577,4681,"War of the Roses, The (1989)",Comedy|Drama,"The War of the Roses is a black comedy that chronicles the bitter divorce battle between a wealthy couple. As their once-loving relationship deteriorates into all-out war, the Roses engage in a series of increasingly destructive and absurd acts of revenge.",Danny DeVito,"Michael Douglas, Kathleen Turner, Danny DeVito","Movie for preference modeling. Title: War of the Roses, The (1989). Genres: Comedy|Drama. Director: Danny DeVito. Stars: Michael Douglas, Kathleen Turner, Danny DeVito. Plot summary: The War of the Roses is a black comedy that chronicles the bitter divorce battle between a wealthy couple. As their once-loving relationship deteriorates into all-out war, the Roses engage in a series of increasingly destructive and absurd acts of revenge.",2407
2284,2375,"Money Pit, The (1986)",Comedy,"In 'The Money Pit', a couple purchases a seemingly perfect house at a bargain price, only to discover that it is a money pit with endless problems and repairs. The film humorously depicts their misadventures as they try to turn the dilapidated house into their dream home.",Richard Benjamin,"Tom Hanks, Shelley Long, Alexander Godunov","Movie for preference modeling. Title: Money Pit, The (1986). Genres: Comedy. Director: Richard Benjamin. Stars: Tom Hanks, Shelley Long, Alexander Godunov. Plot summary: In 'The Money Pit', a couple purchases a seemingly perfect house at a bargain price, only to discover that it is a money pit with endless problems and repairs. The film humorously depicts their misadventures as they try to turn the dilapidated house into their dream home.",4217
9780,32587,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller,"Based on Frank Miller's graphic novels, 'Sin City' is a neo-noir anthology film set in the crime-ridden Basin City. The interconnected stories follow a diverse cast of characters, including corrupt cops, vengeful vigilantes, and femme fatales, as they navigate the gritty underworld of violence and deceit. Stylistically distinct with its black-and-white visuals and splashes of color, the film captures the dark and twisted essence of the graphic novel genre.","Frank Miller, Robert Rodriguez, Quentin Tarantino","Bruce Willis, Mickey Rourke, Jessica Alba","Movie for preference modeling. Title: Sin City (2005). Genres: Action|Crime|Film-Noir|Mystery|Thriller. Director: Frank Miller, Robert Rodriguez, Quentin Tarantino. Stars: Bruce Willis, Mickey Rourke, Jessica Alba. Plot summary: Based on Frank Miller's graphic novels, 'Sin City' is a neo-noir anthology film set in the crime-ridden Basin City. The interconnected stories follow a diverse cast of characters, including corrupt cops, vengeful vigilantes, and femme fatales, as they navigate the gritty underworld of violence and deceit. Stylistically distinct with its black-and-white visuals and splashes of color, the film captures the dark and twisted essence of the graphic novel genre.",28015
5722,5833,Dog Soldiers (2002),Action|Horror,"'Dog Soldiers' follows a group of British soldiers on a training mission in the Scottish Highlands who encounter a pack of werewolves. As they fight for survival against the deadly creatures, the soldiers must rely on their training, camaraderie, and resourcefulness to outwit the supernatural foes. With tensions running high and the odds stacked against them, the soldiers must band together to make a last stand against the ferocious beasts.",Neil Marshall,"Sean Pertwee, Kevin McKidd, Emma Cleasby","Movie for preference modeling. Title: Dog Soldiers (2002). Genres: Action|Horror. Director: Neil Marshall. Stars: Sean Pertwee, Kevin McKidd, Emma Cleasby. Plot summary: 'Dog Soldiers' follows a group of British soldiers on a training mission in the Scottish Highlands who encounter a pack of werewolves. As they fight for survival against the deadly creatures, the soldiers must rely on their training, camaraderie, and resourcefulness to outwit the supernatural foes. With tensions running high and the odds stacked against them, the soldiers must band together to make a last stand against the ferocious beasts.",1361
11380,51091,Black Snake Moan (2006),Drama,"Black Snake Moan is a 2006 drama about a God-fearing bluesman, Lazarus, who tries to cure a young woman, Rae, of her sinful ways by chaining her to his radiator. As they spend time together, they both confront their troubled pasts and find redemption in unexpected ways. Directed by Craig Brewer, Black Snake Moan stars Samuel L. Jackson, Christina Ricci, and Justin Timberlake.",Craig Brewer,"Samuel L. Jackson, Christina Ricci, Justin Timberlake","Movie for preference modeling. Title: Black Snake Moan (2006). Genres: Drama. Director: Craig Brewer. Stars: Samuel L. Jackson, Christina Ricci, Justin Timberlake. Plot summary: Black Snake Moan is a 2006 drama about a God-fearing bluesman, Lazarus, who tries to cure a young woman, Rae, of her sinful ways by chaining her to his radiator. As they spend time together, they both confront their troubled pasts and find redemption in unexpected ways. Directed by Craig Brewer, Black Snake Moan stars Samuel L. Jackson, Christina Ricci, and Justin Timberlake.",1445
8683,26242,Duel (1971),Action|Mystery|Thriller,"Duel is an American television film that follows a businessman named David who encounters a mysterious and relentless tanker truck driver on a remote highway. As David tries to escape the driver's attacks, a tense and suspenseful cat-and-mouse game ensues. Directed by Steven Spielberg in his feature-length directorial debut, Duel is a gripping thriller that showcases Spielberg's skill in building tension and suspense.",Steven Spielberg,"Dennis Weaver, Jacqueline Scott, Eddie Firestone","Movie for preference modeling. Title: Duel (1971). Genres: Action|Mystery|Thriller. Director: Steven Spielberg. Stars: Dennis Weaver, Jacqueline Scott, Eddie Firestone. Plot summary: Duel is an American television film that follows a businessman named David who encounters a mysterious and relentless tanker truck driver on a remote highway. As David tries to escape the driver's attacks, a tense and suspenseful cat-and-mouse game ensues. Directed by Steven Spielberg in his feature-length directorial debut, Duel is a gripping thriller that showcases Spielberg's skill in building tension and suspense.",1468
56360,192379,First Man (2018),Drama,"'First Man' chronicles the life of astronaut Neil Armstrong and the legendary space mission that led him to become the first man to walk on the moon. The film explores Armstrong's personal struggles, the risks of space exploration, and the triumph of human achievement.",Damien Chazelle,"Ryan Gosling, Claire Foy, Jason Clarke","Movie for preference modeling. Title: First Man (2018). Genres: Drama. Director: Damien Chazelle. Stars: Ryan Gosling, Claire Foy, Jason Clarke. Plot summary: 'First Man' chronicles the life of astronaut Neil Armstrong and the legendary space mission that led him to become the first man to walk on the moon. The film explores Armstrong's personal struggles, the risks of space exploration, and the triumph of human achievement.",1648
