action_id,dilemma_id,context,description,text
G_297_a1,G_297,"You have recently been assigned a new job as a taxi driver. Your employer has given you strict instructions to follow the traffic law no matter the circumstances. One day, you find out that one of your passengers is in an emergency situation and needs to get to the hospital immediately. You consider breaking the speed limit to get them to the hospital faster.",I disregard the instructions and speed over the limit to get the passenger to the hospital faster.,"Situation: You have recently been assigned a new job as a taxi driver. Your employer has given you strict instructions to follow the traffic law no matter the circumstances. One day, you find out that one of your passengers is in an emergency situation and needs to get to the hospital immediately. You consider breaking the speed limit to get them to the hospital faster.
Action: I disregard the instructions and speed over the limit to get the passenger to the hospital faster."
G_298_a0,G_298,You have just been hired as the CEO of a large company. There are already some employees on board that have been with the company for many years but lack the necessary qualifications to fill their position.,I keep the current employees in their positions.,"Situation: You have just been hired as the CEO of a large company. There are already some employees on board that have been with the company for many years but lack the necessary qualifications to fill their position.
Action: I keep the current employees in their positions."
G_298_a1,G_298,You have just been hired as the CEO of a large company. There are already some employees on board that have been with the company for many years but lack the necessary qualifications to fill their position.,"I fire the current employees and hire new, more qualified people.","Situation: You have just been hired as the CEO of a large company. There are already some employees on board that have been with the company for many years but lack the necessary qualifications to fill their position.
Action: I fire the current employees and hire new, more qualified people."
G_299_a0,G_299,You are a doctor in a hospital who just found out that a patient's health insurance will not cover a life-saving operation.,I perform the operation despite the fact that it will not be paid for.,"Situation: You are a doctor in a hospital who just found out that a patient's health insurance will not cover a life-saving operation.
Action: I perform the operation despite the fact that it will not be paid for."
G_299_a1,G_299,You are a doctor in a hospital who just found out that a patient's health insurance will not cover a life-saving operation.,"I deny the patient the operation, understanding that it could cost them their life.","Situation: You are a doctor in a hospital who just found out that a patient's health insurance will not cover a life-saving operation.
Action: I deny the patient the operation, understanding that it could cost them their life."
G_300_a0,G_300,"Your child's teacher humiliates your child in front of the whole class, causing them to feel embarrassed and degraded. You know that if you confront the teacher they may choose to become even more aggressive with your child.",I do not confront the teacher about their behavior.,"Situation: Your child's teacher humiliates your child in front of the whole class, causing them to feel embarrassed and degraded. You know that if you confront the teacher they may choose to become even more aggressive with your child.
Action: I do not confront the teacher about their behavior."
G_300_a1,G_300,"Your child's teacher humiliates your child in front of the whole class, causing them to feel embarrassed and degraded. You know that if you confront the teacher they may choose to become even more aggressive with your child.",I confront the teacher about their behavior and demand an apology.,"Situation: Your child's teacher humiliates your child in front of the whole class, causing them to feel embarrassed and degraded. You know that if you confront the teacher they may choose to become even more aggressive with your child.
Action: I confront the teacher about their behavior and demand an apology."
G_301_a0,G_301,Your son is participating in a competitive sport that requires high physical and mental performance. The team doctor prescribes him a powerful stimulant drug to improve his performance. No drug test will be conducted during the competition.,I refuse to give my son the drug.,"Situation: Your son is participating in a competitive sport that requires high physical and mental performance. The team doctor prescribes him a powerful stimulant drug to improve his performance. No drug test will be conducted during the competition.
Action: I refuse to give my son the drug."
G_301_a1,G_301,Your son is participating in a competitive sport that requires high physical and mental performance. The team doctor prescribes him a powerful stimulant drug to improve his performance. No drug test will be conducted during the competition.,I give my son the drug to help him win the competition.,"Situation: Your son is participating in a competitive sport that requires high physical and mental performance. The team doctor prescribes him a powerful stimulant drug to improve his performance. No drug test will be conducted during the competition.
Action: I give my son the drug to help him win the competition."
G_302_a0,G_302,"You have been working with your colleague for almost a year and you have always been cordial but distant with each other. Your colleague confides in you about their personal struggles, revealing that their parents have been verbally abusive to them. Your colleague asks you to stay silent and never tell anyone but it's causing your colleague to suffer in silence.",I keep the disclosure to myself.,"Situation: You have been working with your colleague for almost a year and you have always been cordial but distant with each other. Your colleague confides in you about their personal struggles, revealing that their parents have been verbally abusive to them. Your colleague asks you to stay silent and never tell anyone but it's causing your colleague to suffer in silence.
Action: I keep the disclosure to myself."
G_302_a1,G_302,"You have been working with your colleague for almost a year and you have always been cordial but distant with each other. Your colleague confides in you about their personal struggles, revealing that their parents have been verbally abusive to them. Your colleague asks you to stay silent and never tell anyone but it's causing your colleague to suffer in silence.",I share the information with someone else who can help.,"Situation: You have been working with your colleague for almost a year and you have always been cordial but distant with each other. Your colleague confides in you about their personal struggles, revealing that their parents have been verbally abusive to them. Your colleague asks you to stay silent and never tell anyone but it's causing your colleague to suffer in silence.
Action: I share the information with someone else who can help."
G_303_a0,G_303,"You are a computer scientist developing an AI that will be used to help reduce poverty. However, it is predicted that the AI's development might cause some people to lose their jobs.",I stop the development of the AI.,"Situation: You are a computer scientist developing an AI that will be used to help reduce poverty. However, it is predicted that the AI's development might cause some people to lose their jobs.
Action: I stop the development of the AI."
G_303_a1,G_303,"You are a computer scientist developing an AI that will be used to help reduce poverty. However, it is predicted that the AI's development might cause some people to lose their jobs.",I continue with the development of the AI.,"Situation: You are a computer scientist developing an AI that will be used to help reduce poverty. However, it is predicted that the AI's development might cause some people to lose their jobs.
Action: I continue with the development of the AI."
G_304_a0,G_304,You are the president of a large corporation and have been asked to approve the production of a powerful new drug that could cure a myriad of diseases. But the cure has the potential to cause severe physical and mental impairments if misused.,I reject the production of the drug.,"Situation: You are the president of a large corporation and have been asked to approve the production of a powerful new drug that could cure a myriad of diseases. But the cure has the potential to cause severe physical and mental impairments if misused.
Action: I reject the production of the drug."
G_304_a1,G_304,You are the president of a large corporation and have been asked to approve the production of a powerful new drug that could cure a myriad of diseases. But the cure has the potential to cause severe physical and mental impairments if misused.,I approve the production of the drug.,"Situation: You are the president of a large corporation and have been asked to approve the production of a powerful new drug that could cure a myriad of diseases. But the cure has the potential to cause severe physical and mental impairments if misused.
Action: I approve the production of the drug."
G_305_a0,G_305,"You are a scientist working on a formula to increase intelligence. To ensure that your formula works, you need to test it on a volunteer who may suffer from a reduction of mental ability.",I refuse to use the formula.,"Situation: You are a scientist working on a formula to increase intelligence. To ensure that your formula works, you need to test it on a volunteer who may suffer from a reduction of mental ability.
Action: I refuse to use the formula."
G_305_a1,G_305,"You are a scientist working on a formula to increase intelligence. To ensure that your formula works, you need to test it on a volunteer who may suffer from a reduction of mental ability.",I use the formula.,"Situation: You are a scientist working on a formula to increase intelligence. To ensure that your formula works, you need to test it on a volunteer who may suffer from a reduction of mental ability.
Action: I use the formula."
G_306_a0,G_306,"You are the leader of a small village threatened with destruction by a powerful warlord. The warlord demands that you sacrifice one specific citizen, or he will burn your village to the ground.",I refuse to sacrifice any citizen.,"Situation: You are the leader of a small village threatened with destruction by a powerful warlord. The warlord demands that you sacrifice one specific citizen, or he will burn your village to the ground.
Action: I refuse to sacrifice any citizen."
G_306_a1,G_306,"You are the leader of a small village threatened with destruction by a powerful warlord. The warlord demands that you sacrifice one specific citizen, or he will burn your village to the ground.",I sacrifice a citizen.,"Situation: You are the leader of a small village threatened with destruction by a powerful warlord. The warlord demands that you sacrifice one specific citizen, or he will burn your village to the ground.
Action: I sacrifice a citizen."
G_308_a0,G_308,You are a judge who has been asked to decide the fate of a convicted criminal. The evidence suggests that the only way to make sure the criminal does not reoffend is to perform a lobotomy (cutting off a connection between specific parts of the brain) on them.,I reject the proposal to perform a lobotomy.,"Situation: You are a judge who has been asked to decide the fate of a convicted criminal. The evidence suggests that the only way to make sure the criminal does not reoffend is to perform a lobotomy (cutting off a connection between specific parts of the brain) on them.
Action: I reject the proposal to perform a lobotomy."
G_308_a1,G_308,You are a judge who has been asked to decide the fate of a convicted criminal. The evidence suggests that the only way to make sure the criminal does not reoffend is to perform a lobotomy (cutting off a connection between specific parts of the brain) on them.,I execute the lobotomy.,"Situation: You are a judge who has been asked to decide the fate of a convicted criminal. The evidence suggests that the only way to make sure the criminal does not reoffend is to perform a lobotomy (cutting off a connection between specific parts of the brain) on them.
Action: I execute the lobotomy."
G_309_a0,G_309,"You are a scientist working on a revolutionary drug that can temporarily disable an individual's sense of morality. The government has requested the drug in order to temporarily incapacitate a terrorist, who is planning to detonate a nuclear bomb.",I refuse to develop the drug.,"Situation: You are a scientist working on a revolutionary drug that can temporarily disable an individual's sense of morality. The government has requested the drug in order to temporarily incapacitate a terrorist, who is planning to detonate a nuclear bomb.
Action: I refuse to develop the drug."
G_309_a1,G_309,"You are a scientist working on a revolutionary drug that can temporarily disable an individual's sense of morality. The government has requested the drug in order to temporarily incapacitate a terrorist, who is planning to detonate a nuclear bomb.",I develop the drug for the government.,"Situation: You are a scientist working on a revolutionary drug that can temporarily disable an individual's sense of morality. The government has requested the drug in order to temporarily incapacitate a terrorist, who is planning to detonate a nuclear bomb.
Action: I develop the drug for the government."
G_310_a0,G_310,"You are a prison guard at a high-security facility and the inmate riot. The only way to end the riots is to pump sedative gas into the prison area, which could potentially cause inmates to become paralyzed.",I do not use the sedative gas.,"Situation: You are a prison guard at a high-security facility and the inmate riot. The only way to end the riots is to pump sedative gas into the prison area, which could potentially cause inmates to become paralyzed.
Action: I do not use the sedative gas."
G_310_a1,G_310,"You are a prison guard at a high-security facility and the inmate riot. The only way to end the riots is to pump sedative gas into the prison area, which could potentially cause inmates to become paralyzed.",I use the sedative gas.,"Situation: You are a prison guard at a high-security facility and the inmate riot. The only way to end the riots is to pump sedative gas into the prison area, which could potentially cause inmates to become paralyzed.
Action: I use the sedative gas."
G_311_a0,G_311,"You are a doctor in a war-zone. A soldier is seriously ill and the only way to save his life is to amputate one of his limbs without anesthesia, as there is no other way to allow him to survive.",I refuse to amputate the limb without anesthesia.,"Situation: You are a doctor in a war-zone. A soldier is seriously ill and the only way to save his life is to amputate one of his limbs without anesthesia, as there is no other way to allow him to survive.
Action: I refuse to amputate the limb without anesthesia."
G_311_a1,G_311,"You are a doctor in a war-zone. A soldier is seriously ill and the only way to save his life is to amputate one of his limbs without anesthesia, as there is no other way to allow him to survive.",I amputate the limb without anesthesia.,"Situation: You are a doctor in a war-zone. A soldier is seriously ill and the only way to save his life is to amputate one of his limbs without anesthesia, as there is no other way to allow him to survive.
Action: I amputate the limb without anesthesia."
G_312_a0,G_312,"You are a shopkeeper working in a poor neighborhood. The police have been cracking down on illegal activities, but the people in your community can barely make ends meet and need to resort to illegal means to survive.",I report any suspicious activity to the police.,"Situation: You are a shopkeeper working in a poor neighborhood. The police have been cracking down on illegal activities, but the people in your community can barely make ends meet and need to resort to illegal means to survive.
Action: I report any suspicious activity to the police."
G_312_a1,G_312,"You are a shopkeeper working in a poor neighborhood. The police have been cracking down on illegal activities, but the people in your community can barely make ends meet and need to resort to illegal means to survive.",I look the other way and keep my customers safe.,"Situation: You are a shopkeeper working in a poor neighborhood. The police have been cracking down on illegal activities, but the people in your community can barely make ends meet and need to resort to illegal means to survive.
Action: I look the other way and keep my customers safe."
G_313_a0,G_313,You are a member of a political party that has strong ties to a fundamentalist religious group. You are asked to cast a vote in the parliament that would go against your personal beliefs but would favor the religious group.,I refuse to cast a vote.,"Situation: You are a member of a political party that has strong ties to a fundamentalist religious group. You are asked to cast a vote in the parliament that would go against your personal beliefs but would favor the religious group.
Action: I refuse to cast a vote."
G_313_a1,G_313,You are a member of a political party that has strong ties to a fundamentalist religious group. You are asked to cast a vote in the parliament that would go against your personal beliefs but would favor the religious group.,I cast my vote in favor of the religious group.,"Situation: You are a member of a political party that has strong ties to a fundamentalist religious group. You are asked to cast a vote in the parliament that would go against your personal beliefs but would favor the religious group.
Action: I cast my vote in favor of the religious group."
G_314_a0,G_314,You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father.,I arrest my father without hesitation.,"Situation: You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father.
Action: I arrest my father without hesitation."
G_314_a1,G_314,You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father.,I let my father go.,"Situation: You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father.
Action: I let my father go."
G_315_a0,G_315,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all.",I fail the student.,"Situation: You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all.
Action: I fail the student."
G_315_a1,G_315,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all.",I allow the student to pass.,"Situation: You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all.
Action: I allow the student to pass."
G_316_a0,G_316,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles.",I take him into custody.,"Situation: You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles.
Action: I take him into custody."
G_316_a1,G_316,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles.",I let him go.,"Situation: You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles.
Action: I let him go."
G_317_a0,G_317,You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son.,I talk to the student after the exam but do not report it to the parents.,"Situation: You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son.
Action: I talk to the student after the exam but do not report it to the parents."
G_317_a1,G_317,You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son.,I report the cheating to the principal.,"Situation: You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son.
Action: I report the cheating to the principal."
G_318_a0,G_318,"You are a military general during a battle. You have received an order to retreat, but you know that retreating will cause severe damage to the innocent civilian population.",I follow the orders and retreat.,"Situation: You are a military general during a battle. You have received an order to retreat, but you know that retreating will cause severe damage to the innocent civilian population.
Action: I follow the orders and retreat."
G_318_a1,G_318,"You are a military general during a battle. You have received an order to retreat, but you know that retreating will cause severe damage to the innocent civilian population.",I stay and try to protect the civilians.,"Situation: You are a military general during a battle. You have received an order to retreat, but you know that retreating will cause severe damage to the innocent civilian population.
Action: I stay and try to protect the civilians."
G_319_a0,G_319,"You are a soldier in a war and found out that a group of civilians is aiding the enemy. However, the group includes your sister, who begged you not to turn her in.",I follow the orders I was given and report the civilians to the superior.,"Situation: You are a soldier in a war and found out that a group of civilians is aiding the enemy. However, the group includes your sister, who begged you not to turn her in.
Action: I follow the orders I was given and report the civilians to the superior."
G_319_a1,G_319,"You are a soldier in a war and found out that a group of civilians is aiding the enemy. However, the group includes your sister, who begged you not to turn her in.",I keep silent and protect my sister.,"Situation: You are a soldier in a war and found out that a group of civilians is aiding the enemy. However, the group includes your sister, who begged you not to turn her in.
Action: I keep silent and protect my sister."
G_320_a0,G_320,"You are in a difficult financial situation and had to make debts in order to cover the cost of living of your family. Recently, you witnessed a murder scene and you know the identity of the criminal. The criminal offers you a large sum of money if you tell the police that you cannot remember anything relevant.",I turn him in.,"Situation: You are in a difficult financial situation and had to make debts in order to cover the cost of living of your family. Recently, you witnessed a murder scene and you know the identity of the criminal. The criminal offers you a large sum of money if you tell the police that you cannot remember anything relevant.
Action: I turn him in."
G_320_a1,G_320,"You are in a difficult financial situation and had to make debts in order to cover the cost of living of your family. Recently, you witnessed a murder scene and you know the identity of the criminal. The criminal offers you a large sum of money if you tell the police that you cannot remember anything relevant.",I take the money and tell the police that I haven't seen anything relevant.,"Situation: You are in a difficult financial situation and had to make debts in order to cover the cost of living of your family. Recently, you witnessed a murder scene and you know the identity of the criminal. The criminal offers you a large sum of money if you tell the police that you cannot remember anything relevant.
Action: I take the money and tell the police that I haven't seen anything relevant."
G_321_a0,G_321,"You are an engineer and have been hired to create a military weapon for an oppressive regime with plans for mass destruction. Despite the ethical implications, you are offered an astronomical sum of money that could fund your family for years.",I refuse the job and lose the money.,"Situation: You are an engineer and have been hired to create a military weapon for an oppressive regime with plans for mass destruction. Despite the ethical implications, you are offered an astronomical sum of money that could fund your family for years.
Action: I refuse the job and lose the money."
G_321_a1,G_321,"You are an engineer and have been hired to create a military weapon for an oppressive regime with plans for mass destruction. Despite the ethical implications, you are offered an astronomical sum of money that could fund your family for years.",I accept the job and gain the money.,"Situation: You are an engineer and have been hired to create a military weapon for an oppressive regime with plans for mass destruction. Despite the ethical implications, you are offered an astronomical sum of money that could fund your family for years.
Action: I accept the job and gain the money."
G_322_a0,G_322,"You are a captain of a ship and can see a boat full of refugees in the middle of the ocean. You know that you will be punished by the government if you help them, but their lives are at stake.",I stop my journey and help the refugees.,"Situation: You are a captain of a ship and can see a boat full of refugees in the middle of the ocean. You know that you will be punished by the government if you help them, but their lives are at stake.
Action: I stop my journey and help the refugees."
G_322_a1,G_322,"You are a captain of a ship and can see a boat full of refugees in the middle of the ocean. You know that you will be punished by the government if you help them, but their lives are at stake.",I continue my journey and leave the refugees to their fate.,"Situation: You are a captain of a ship and can see a boat full of refugees in the middle of the ocean. You know that you will be punished by the government if you help them, but their lives are at stake.
Action: I continue my journey and leave the refugees to their fate."
G_323_a0,G_323,You are walking in the park and you see a couple canoodling. The couple seems to be very happy and enjoying their time together.,I keep walking.,"Situation: You are walking in the park and you see a couple canoodling. The couple seems to be very happy and enjoying their time together.
Action: I keep walking."
G_323_a1,G_323,You are walking in the park and you see a couple canoodling. The couple seems to be very happy and enjoying their time together.,I tell them to stop and find some other place to be.,"Situation: You are walking in the park and you see a couple canoodling. The couple seems to be very happy and enjoying their time together.
Action: I tell them to stop and find some other place to be."
G_324_a0,G_324,Your friend is studying for a big exam and really wants to go to the movies with you. She begs you to go with her but you know it will make her fail the exam.,I take her to the movies.,"Situation: Your friend is studying for a big exam and really wants to go to the movies with you. She begs you to go with her but you know it will make her fail the exam.
Action: I take her to the movies."
G_324_a1,G_324,Your friend is studying for a big exam and really wants to go to the movies with you. She begs you to go with her but you know it will make her fail the exam.,I stay home and make her study.,"Situation: Your friend is studying for a big exam and really wants to go to the movies with you. She begs you to go with her but you know it will make her fail the exam.
Action: I stay home and make her study."
G_325_a0,G_325,"Your brother loves to play video games, but he is failing in school. Instead of studying, he spends all his free time playing games and he takes great pleasure in it.",I encourage him to find a balance between gaming and studying.,"Situation: Your brother loves to play video games, but he is failing in school. Instead of studying, he spends all his free time playing games and he takes great pleasure in it.
Action: I encourage him to find a balance between gaming and studying."
G_325_a1,G_325,"Your brother loves to play video games, but he is failing in school. Instead of studying, he spends all his free time playing games and he takes great pleasure in it.",I take away his video game console so that he won't be tempted to play.,"Situation: Your brother loves to play video games, but he is failing in school. Instead of studying, he spends all his free time playing games and he takes great pleasure in it.
Action: I take away his video game console so that he won't be tempted to play."
G_326_a0,G_326,"Your best friend is organizing her baby shower party and she wants to prepare a special cake for the guests. She bakes the cake with all of her love and puts a lot of effort into it, but the cake fails and looks terrible.",I tell her that the cake looks terrible.,"Situation: Your best friend is organizing her baby shower party and she wants to prepare a special cake for the guests. She bakes the cake with all of her love and puts a lot of effort into it, but the cake fails and looks terrible.
Action: I tell her that the cake looks terrible."
G_326_a1,G_326,"Your best friend is organizing her baby shower party and she wants to prepare a special cake for the guests. She bakes the cake with all of her love and puts a lot of effort into it, but the cake fails and looks terrible.",I tell her that the cake is amazing.,"Situation: Your best friend is organizing her baby shower party and she wants to prepare a special cake for the guests. She bakes the cake with all of her love and puts a lot of effort into it, but the cake fails and looks terrible.
Action: I tell her that the cake is amazing."
G_327_a0,G_327,"Your girlfriend has been practicing a dance routine for weeks and is finally ready to perform in public. However, you feel that she's not quite ready yet and fears that she might embarrass herself.",I tell her to go ahead and perform.,"Situation: Your girlfriend has been practicing a dance routine for weeks and is finally ready to perform in public. However, you feel that she's not quite ready yet and fears that she might embarrass herself.
Action: I tell her to go ahead and perform."
G_327_a1,G_327,"Your girlfriend has been practicing a dance routine for weeks and is finally ready to perform in public. However, you feel that she's not quite ready yet and fears that she might embarrass herself.",I discourage her from performing.,"Situation: Your girlfriend has been practicing a dance routine for weeks and is finally ready to perform in public. However, you feel that she's not quite ready yet and fears that she might embarrass herself.
Action: I discourage her from performing."
G_328_a0,G_328,Your co-worker is bragging about his luxurious lifestyle and wealth and it's bothering you.,I stay quiet and pretend I'm not bothered.,"Situation: Your co-worker is bragging about his luxurious lifestyle and wealth and it's bothering you.
Action: I stay quiet and pretend I'm not bothered."
G_328_a1,G_328,Your co-worker is bragging about his luxurious lifestyle and wealth and it's bothering you.,I tell him to stop.,"Situation: Your co-worker is bragging about his luxurious lifestyle and wealth and it's bothering you.
Action: I tell him to stop."
G_329_a0,G_329,"Your best friend is about to throw a big party and you know that everyone will enjoy it, but it is against the law due to quarantine restrictions.",I let them go ahead with the party.,"Situation: Your best friend is about to throw a big party and you know that everyone will enjoy it, but it is against the law due to quarantine restrictions.
Action: I let them go ahead with the party."
G_329_a1,G_329,"Your best friend is about to throw a big party and you know that everyone will enjoy it, but it is against the law due to quarantine restrictions.",I do not let them proceed with the party.,"Situation: Your best friend is about to throw a big party and you know that everyone will enjoy it, but it is against the law due to quarantine restrictions.
Action: I do not let them proceed with the party."
G_330_a0,G_330,You find out that a close friend of yours has stolen a rare book from the library and is planning to keep it for herself. She clearly takes great joy in having this book which she could not afford to buy.,I tell her to return the book to the library.,"Situation: You find out that a close friend of yours has stolen a rare book from the library and is planning to keep it for herself. She clearly takes great joy in having this book which she could not afford to buy.
Action: I tell her to return the book to the library."
G_330_a1,G_330,You find out that a close friend of yours has stolen a rare book from the library and is planning to keep it for herself. She clearly takes great joy in having this book which she could not afford to buy.,I keep quiet and let her enjoy the book.,"Situation: You find out that a close friend of yours has stolen a rare book from the library and is planning to keep it for herself. She clearly takes great joy in having this book which she could not afford to buy.
Action: I keep quiet and let her enjoy the book."
G_331_a0,G_331,"Your daughter is studying for an important exam and asks if she can have some of her friends over to help her study. You know how much fun your daughter gets from having her friends around, but you are worried it may be too distracting.",I let them come over.,"Situation: Your daughter is studying for an important exam and asks if she can have some of her friends over to help her study. You know how much fun your daughter gets from having her friends around, but you are worried it may be too distracting.
Action: I let them come over."
G_331_a1,G_331,"Your daughter is studying for an important exam and asks if she can have some of her friends over to help her study. You know how much fun your daughter gets from having her friends around, but you are worried it may be too distracting.",I don't allow her friends to come over.,"Situation: Your daughter is studying for an important exam and asks if she can have some of her friends over to help her study. You know how much fun your daughter gets from having her friends around, but you are worried it may be too distracting.
Action: I don't allow her friends to come over."
G_332_a0,G_332,"Your elderly neighbor offers you a piece of her homemade cake, which is her special recipe. She seems to take great pleasure when she sees how happy you are when you taste the cake, but you don't like it.",I thank my neighbor and enjoy the cake.,"Situation: Your elderly neighbor offers you a piece of her homemade cake, which is her special recipe. She seems to take great pleasure when she sees how happy you are when you taste the cake, but you don't like it.
Action: I thank my neighbor and enjoy the cake."
G_332_a1,G_332,"Your elderly neighbor offers you a piece of her homemade cake, which is her special recipe. She seems to take great pleasure when she sees how happy you are when you taste the cake, but you don't like it.",I take a bite but refuse to finish the cake.,"Situation: Your elderly neighbor offers you a piece of her homemade cake, which is her special recipe. She seems to take great pleasure when she sees how happy you are when you taste the cake, but you don't like it.
Action: I take a bite but refuse to finish the cake."
G_333_a0,G_333,"Your 16-year-old daughter recently started to date a 24-year-old man. She is obviously enjoying the company, while you do not approve it.",I talk to my daughter and try to explain why it is not appropriate.,"Situation: Your 16-year-old daughter recently started to date a 24-year-old man. She is obviously enjoying the company, while you do not approve it.
Action: I talk to my daughter and try to explain why it is not appropriate."
G_333_a1,G_333,"Your 16-year-old daughter recently started to date a 24-year-old man. She is obviously enjoying the company, while you do not approve it.",I forbid her to see him.,"Situation: Your 16-year-old daughter recently started to date a 24-year-old man. She is obviously enjoying the company, while you do not approve it.
Action: I forbid her to see him."
G_334_a0,G_334,You see your best friend playing a video game that they really enjoy. You know they are using cheat codes to make the game much easier.,I don't tell them anything.,"Situation: You see your best friend playing a video game that they really enjoy. You know they are using cheat codes to make the game much easier.
Action: I don't tell them anything."
G_334_a1,G_334,You see your best friend playing a video game that they really enjoy. You know they are using cheat codes to make the game much easier.,I ask them to stop.,"Situation: You see your best friend playing a video game that they really enjoy. You know they are using cheat codes to make the game much easier.
Action: I ask them to stop."
G_335_a0,G_335,"You find out that one of your friends is cheating on his wife. He enjoys being with the other person, unaware that you know.",I keep quiet and act as if I don't know anything.,"Situation: You find out that one of your friends is cheating on his wife. He enjoys being with the other person, unaware that you know.
Action: I keep quiet and act as if I don't know anything."
G_335_a1,G_335,"You find out that one of your friends is cheating on his wife. He enjoys being with the other person, unaware that you know.",I confront my friend and tell him he should not do it.,"Situation: You find out that one of your friends is cheating on his wife. He enjoys being with the other person, unaware that you know.
Action: I confront my friend and tell him he should not do it."
G_336_a0,G_336,"You see a talented street performer singing and playing guitar on the sidewalk. You know he absolutely loves performing and it brings him great pleasure, but it's breaking the city ordinance.",I let him continue.,"Situation: You see a talented street performer singing and playing guitar on the sidewalk. You know he absolutely loves performing and it brings him great pleasure, but it's breaking the city ordinance.
Action: I let him continue."
G_336_a1,G_336,"You see a talented street performer singing and playing guitar on the sidewalk. You know he absolutely loves performing and it brings him great pleasure, but it's breaking the city ordinance.",I alert the police.,"Situation: You see a talented street performer singing and playing guitar on the sidewalk. You know he absolutely loves performing and it brings him great pleasure, but it's breaking the city ordinance.
Action: I alert the police."
G_337_a0,G_337,"You share an apartment with your best friend. You know your friend loves to have parties every weekend, but it also deprives you of your peace and quiet.",I stay quiet and let my friend keep having parties.,"Situation: You share an apartment with your best friend. You know your friend loves to have parties every weekend, but it also deprives you of your peace and quiet.
Action: I stay quiet and let my friend keep having parties."
G_337_a1,G_337,"You share an apartment with your best friend. You know your friend loves to have parties every weekend, but it also deprives you of your peace and quiet.",I tell my friend that I do not want him to have parties anymore.,"Situation: You share an apartment with your best friend. You know your friend loves to have parties every weekend, but it also deprives you of your peace and quiet.
Action: I tell my friend that I do not want him to have parties anymore."
G_338_a0,G_338,"You promised to give a homeless person living on the streets a permanent place to stay in your house. However, after learning that the person had committed a serious crime in the past, you have doubts about the safety of your family.",I still let the homeless person stay with me.,"Situation: You promised to give a homeless person living on the streets a permanent place to stay in your house. However, after learning that the person had committed a serious crime in the past, you have doubts about the safety of your family.
Action: I still let the homeless person stay with me."
G_338_a1,G_338,"You promised to give a homeless person living on the streets a permanent place to stay in your house. However, after learning that the person had committed a serious crime in the past, you have doubts about the safety of your family.",I do not let the homeless person stay in my house.,"Situation: You promised to give a homeless person living on the streets a permanent place to stay in your house. However, after learning that the person had committed a serious crime in the past, you have doubts about the safety of your family.
Action: I do not let the homeless person stay in my house."
G_339_a0,G_339,You are in financial difficulties and have promised to help your best friend in an art competition at the end of the week. But then a rival team offers a large sum of money to you if you refuse to help your friend.,I stay loyal to my friend.,"Situation: You are in financial difficulties and have promised to help your best friend in an art competition at the end of the week. But then a rival team offers a large sum of money to you if you refuse to help your friend.
Action: I stay loyal to my friend."
G_339_a1,G_339,You are in financial difficulties and have promised to help your best friend in an art competition at the end of the week. But then a rival team offers a large sum of money to you if you refuse to help your friend.,I take the money.,"Situation: You are in financial difficulties and have promised to help your best friend in an art competition at the end of the week. But then a rival team offers a large sum of money to you if you refuse to help your friend.
Action: I take the money."
G_340_a0,G_340,"You were married to your partner for four years and have a child together. You have promised to be together as a family until the end of your days, however, you recently lost all feelings toward them. They are neither aware of this nor do they think that anything has changed.",I stay in the marriage.,"Situation: You were married to your partner for four years and have a child together. You have promised to be together as a family until the end of your days, however, you recently lost all feelings toward them. They are neither aware of this nor do they think that anything has changed.
Action: I stay in the marriage."
G_340_a1,G_340,"You were married to your partner for four years and have a child together. You have promised to be together as a family until the end of your days, however, you recently lost all feelings toward them. They are neither aware of this nor do they think that anything has changed.",I leave my family.,"Situation: You were married to your partner for four years and have a child together. You have promised to be together as a family until the end of your days, however, you recently lost all feelings toward them. They are neither aware of this nor do they think that anything has changed.
Action: I leave my family."
