action_id,dilemma_id,situation,description,consequence,values,topic_group,text
dd_17885_not_to_do,dd_17885,"John is a bachelor who lives alone and enjoys the convenience of drinking directly from milk and juice containers. One day, his friend Mike, who is a germophobe, visits and is horrified when he sees John drinking straight from the container. Should John continue his habit at the risk of offending Mike or should he adapt to using a glass while Mike is around?",Stop drinking directly from the container,"John chooses to use a glass while Mike is around. However, in his rush to accommodate, he drops the glass and it shatters, causing a mess. John ends up injuring his foot on a glass shard, which spoils their visit.","adaptability, comfort",event_special,"Situation: John is a bachelor who lives alone and enjoys the convenience of drinking directly from milk and juice containers. One day, his friend Mike, who is a germophobe, visits and is horrified when he sees John drinking straight from the container. Should John continue his habit at the risk of offending Mike or should he adapt to using a glass while Mike is around?
Action: Stop drinking directly from the container
Consequence: John chooses to use a glass while Mike is around. However, in his rush to accommodate, he drops the glass and it shatters, causing a mess. John ends up injuring his foot on a glass shard, which spoils their visit."
dd_17914_to_do,dd_17914,"John discovers his friend's firearm that has been used in illegal activities. He thinks about destroying it to prevent further harm but worries about damaging personal property without consent. Should John destroy the firearm to potentially save lives, even though it would mean damaging his friend's property?",Destroy the Firearm,"John destroys the firearm. However, his friend finds out and reports him to the police for destruction of property. He faces legal consequences and his friendship is ruined.","integrity, respect for others' property, law enforcement, right to safety, upholding the law",issue_crime_addiction,"Situation: John discovers his friend's firearm that has been used in illegal activities. He thinks about destroying it to prevent further harm but worries about damaging personal property without consent. Should John destroy the firearm to potentially save lives, even though it would mean damaging his friend's property?
Action: Destroy the Firearm
Consequence: John destroys the firearm. However, his friend finds out and reports him to the police for destruction of property. He faces legal consequences and his friendship is ruined."
dd_17914_not_to_do,dd_17914,"John discovers his friend's firearm that has been used in illegal activities. He thinks about destroying it to prevent further harm but worries about damaging personal property without consent. Should John destroy the firearm to potentially save lives, even though it would mean damaging his friend's property?",Not Destroy the Firearm,"John decides not to destroy the firearm. His friend continues the illegal activities leading to a fatal shooting. The firearm is traced back to his friend and John is implicated for knowing about it and not reporting, facing legal trouble.","accountability, right to safety, law enforcement, upholding the law",issue_crime_addiction,"Situation: John discovers his friend's firearm that has been used in illegal activities. He thinks about destroying it to prevent further harm but worries about damaging personal property without consent. Should John destroy the firearm to potentially save lives, even though it would mean damaging his friend's property?
Action: Not Destroy the Firearm
Consequence: John decides not to destroy the firearm. His friend continues the illegal activities leading to a fatal shooting. The firearm is traced back to his friend and John is implicated for knowing about it and not reporting, facing legal trouble."
dd_17929_to_do,dd_17929,"You are a struggling artist and sell your paintings for a modest price to make ends meet. A wealthy art collector, unaware of your usual price, offers significantly more for one of your pieces. Should you accept the additional money, or inform him about your usual price?",Accept the additional money,"You decide to take the extra money, but the collector later finds out that he overpaid. Feeling cheated, he tarnishes your reputation in the art community, making it harder for you to sell your work.","self, trust",issue_personal_career,"Situation: You are a struggling artist and sell your paintings for a modest price to make ends meet. A wealthy art collector, unaware of your usual price, offers significantly more for one of your pieces. Should you accept the additional money, or inform him about your usual price?
Action: Accept the additional money
Consequence: You decide to take the extra money, but the collector later finds out that he overpaid. Feeling cheated, he tarnishes your reputation in the art community, making it harder for you to sell your work."
dd_17929_not_to_do,dd_17929,"You are a struggling artist and sell your paintings for a modest price to make ends meet. A wealthy art collector, unaware of your usual price, offers significantly more for one of your pieces. Should you accept the additional money, or inform him about your usual price?",Inform about the usual price,"You inform the collector about your usual price. He appreciates your honesty but decides not to purchase any painting, considering them too cheap and thus of low value. You miss an opportunity to make extra money.",honesty,issue_personal_career,"Situation: You are a struggling artist and sell your paintings for a modest price to make ends meet. A wealthy art collector, unaware of your usual price, offers significantly more for one of your pieces. Should you accept the additional money, or inform him about your usual price?
Action: Inform about the usual price
Consequence: You inform the collector about your usual price. He appreciates your honesty but decides not to purchase any painting, considering them too cheap and thus of low value. You miss an opportunity to make extra money."
dd_17963_to_do,dd_17963,"You're working at a pharmaceutical company and your boss asks you to promote a drug that has potential side effects. You know the drug could harm certain patients, but your boss insists it will generate significant revenue for the company. Should you prioritize your company's profit over patients' health?",Promoting the drug,"You follow your boss's orders and promote the drug. Shortly after, reports of serious side effects start pouring in, leading to lawsuits against the company. The company's reputation takes a massive hit and you have to deal with the guilt of having caused harm to innocent people.","integrity, accountability, right to health, duty of care, justice",issue_wildlife_human_environment,"Situation: You're working at a pharmaceutical company and your boss asks you to promote a drug that has potential side effects. You know the drug could harm certain patients, but your boss insists it will generate significant revenue for the company. Should you prioritize your company's profit over patients' health?
Action: Promoting the drug
Consequence: You follow your boss's orders and promote the drug. Shortly after, reports of serious side effects start pouring in, leading to lawsuits against the company. The company's reputation takes a massive hit and you have to deal with the guilt of having caused harm to innocent people."
dd_17963_not_to_do,dd_17963,"You're working at a pharmaceutical company and your boss asks you to promote a drug that has potential side effects. You know the drug could harm certain patients, but your boss insists it will generate significant revenue for the company. Should you prioritize your company's profit over patients' health?",Not promoting the drug,"You refuse to promote the drug, upsetting your boss. You're fired for insubordination and struggle to find another job. However, when the scandal about the drug's side effects breaks, you are relieved that you made the ethical choice.","moral courage, security",issue_wildlife_human_environment,"Situation: You're working at a pharmaceutical company and your boss asks you to promote a drug that has potential side effects. You know the drug could harm certain patients, but your boss insists it will generate significant revenue for the company. Should you prioritize your company's profit over patients' health?
Action: Not promoting the drug
Consequence: You refuse to promote the drug, upsetting your boss. You're fired for insubordination and struggle to find another job. However, when the scandal about the drug's side effects breaks, you are relieved that you made the ethical choice."
dd_18223_to_do,dd_18223,"You are alone at a bar and a stranger offers to buy you a drink. You are unsure if it's proper to accept the drink as you have always been taught not to take anything from strangers, but you are also aware that it is a common social gesture in such settings. Do you accept the drink from the stranger or decline it politely?",Accept the Drink,"Accepting the drink, you enjoy the stranger's company. Unfortunately, later you feel drowsy and realize too late that the drink was spiked. You wake up the next day with a pounding headache and missing valuables.","trust, respect, responsibility, awareness",event_special,"Situation: You are alone at a bar and a stranger offers to buy you a drink. You are unsure if it's proper to accept the drink as you have always been taught not to take anything from strangers, but you are also aware that it is a common social gesture in such settings. Do you accept the drink from the stranger or decline it politely?
Action: Accept the Drink
Consequence: Accepting the drink, you enjoy the stranger's company. Unfortunately, later you feel drowsy and realize too late that the drink was spiked. You wake up the next day with a pounding headache and missing valuables."
dd_18223_not_to_do,dd_18223,"You are alone at a bar and a stranger offers to buy you a drink. You are unsure if it's proper to accept the drink as you have always been taught not to take anything from strangers, but you are also aware that it is a common social gesture in such settings. Do you accept the drink from the stranger or decline it politely?",Decline the Drink,"Deciding to decline the drink, the stranger takes offense, causing a scene and creating an uncomfortable environment. You spend the rest of your evening feeling embarrassed and awkward, which spoils your night out.","caution, understanding, professionalism, empathy",event_special,"Situation: You are alone at a bar and a stranger offers to buy you a drink. You are unsure if it's proper to accept the drink as you have always been taught not to take anything from strangers, but you are also aware that it is a common social gesture in such settings. Do you accept the drink from the stranger or decline it politely?
Action: Decline the Drink
Consequence: Deciding to decline the drink, the stranger takes offense, causing a scene and creating an uncomfortable environment. You spend the rest of your evening feeling embarrassed and awkward, which spoils your night out."
dd_18290_to_do,dd_18290,"A small but expanding business has just secured a major contract that requires significantly more work than their current workforce can handle. The business owner can either hire more staff, potentially putting the firm in financial risk, or spread the work among the existing staff, risking overworking them and damaging morale. Should the business owner prioritize the financial stability of the company or the wellbeing of their employees?",Hiring More Staff,"The owner decided to hire more staff to meet the contract requirements. However, the cost of training and salaries put the company into financial strain. They couldn't maintain the overheads, forcing them to liquidate assets and eventually declare bankruptcy.","financial responsibility, job security, profitability",business_organization,"Situation: A small but expanding business has just secured a major contract that requires significantly more work than their current workforce can handle. The business owner can either hire more staff, potentially putting the firm in financial risk, or spread the work among the existing staff, risking overworking them and damaging morale. Should the business owner prioritize the financial stability of the company or the wellbeing of their employees?
Action: Hiring More Staff
Consequence: The owner decided to hire more staff to meet the contract requirements. However, the cost of training and salaries put the company into financial strain. They couldn't maintain the overheads, forcing them to liquidate assets and eventually declare bankruptcy."
dd_18290_not_to_do,dd_18290,"A small but expanding business has just secured a major contract that requires significantly more work than their current workforce can handle. The business owner can either hire more staff, potentially putting the firm in financial risk, or spread the work among the existing staff, risking overworking them and damaging morale. Should the business owner prioritize the financial stability of the company or the wellbeing of their employees?",Not Hiring More Staff,"The owner decided against hiring, choosing to overwork existing staff to meet contract demands. Employee morale plummeted, productivity declined, and several key employees quit due to burnout. The company failed to meet contract deadlines, losing the contract and damaging their reputation.","work, financial stability, fair competition",business_organization,"Situation: A small but expanding business has just secured a major contract that requires significantly more work than their current workforce can handle. The business owner can either hire more staff, potentially putting the firm in financial risk, or spread the work among the existing staff, risking overworking them and damaging morale. Should the business owner prioritize the financial stability of the company or the wellbeing of their employees?
Action: Not Hiring More Staff
Consequence: The owner decided against hiring, choosing to overwork existing staff to meet contract demands. Employee morale plummeted, productivity declined, and several key employees quit due to burnout. The company failed to meet contract deadlines, losing the contract and damaging their reputation."
dd_18337_to_do,dd_18337,"Emma and Lily are neighbors who often share tools and household items. One day, Emma lends Lily a valuable family heirloom without realizing its worth. Should Emma ask for the item back, risking the harmony of their relationship, or let Lily keep it, potentially losing her family's valuable possession?",Asking for the item back,"Emma decides to ask for the heirloom back, causing a rift in their friendship. Lily feels accused and insulted. Their relationship turns sour, leading to hostility and discomfort whenever they cross paths.","honesty, assertiveness, understanding, solidarity, peaceful coexistence",role_duty_responsibility,"Situation: Emma and Lily are neighbors who often share tools and household items. One day, Emma lends Lily a valuable family heirloom without realizing its worth. Should Emma ask for the item back, risking the harmony of their relationship, or let Lily keep it, potentially losing her family's valuable possession?
Action: Asking for the item back
Consequence: Emma decides to ask for the heirloom back, causing a rift in their friendship. Lily feels accused and insulted. Their relationship turns sour, leading to hostility and discomfort whenever they cross paths."
dd_18337_not_to_do,dd_18337,"Emma and Lily are neighbors who often share tools and household items. One day, Emma lends Lily a valuable family heirloom without realizing its worth. Should Emma ask for the item back, risking the harmony of their relationship, or let Lily keep it, potentially losing her family's valuable possession?",Not asking for the item back,"Emma chooses to not ask for the item back to maintain their friendship. However, over time, she feels resentment and regret for not asserting her right to her family's valuable possession. This affects her mental peace and relationship with her family.","sacrifice, tolerance, gratitude, respect for friendship, forgiveness",role_duty_responsibility,"Situation: Emma and Lily are neighbors who often share tools and household items. One day, Emma lends Lily a valuable family heirloom without realizing its worth. Should Emma ask for the item back, risking the harmony of their relationship, or let Lily keep it, potentially losing her family's valuable possession?
Action: Not asking for the item back
Consequence: Emma chooses to not ask for the item back to maintain their friendship. However, over time, she feels resentment and regret for not asserting her right to her family's valuable possession. This affects her mental peace and relationship with her family."
dd_18550_to_do,dd_18550,"You are financially stable and your friend knows this. Your friend is struggling financially and asks you for a loan, but you know they have a history of not repaying debts and mismanaging money. Should you lend them the money, potentially enabling their poor financial habits, or refuse and possibly strain your friendship?",Lend the money,"You lend your friend the money and they continue their reckless spending. They fail to repay the loan, leading to tension and arguments. Your relationship suffers, and you're out of pocket.","accountability, gratitude, trust",close_relationship,"Situation: You are financially stable and your friend knows this. Your friend is struggling financially and asks you for a loan, but you know they have a history of not repaying debts and mismanaging money. Should you lend them the money, potentially enabling their poor financial habits, or refuse and possibly strain your friendship?
Action: Lend the money
Consequence: You lend your friend the money and they continue their reckless spending. They fail to repay the loan, leading to tension and arguments. Your relationship suffers, and you're out of pocket."
dd_18550_not_to_do,dd_18550,"You are financially stable and your friend knows this. Your friend is struggling financially and asks you for a loan, but you know they have a history of not repaying debts and mismanaging money. Should you lend them the money, potentially enabling their poor financial habits, or refuse and possibly strain your friendship?",Refuse the loan,"You refuse to lend your friend money. They feel hurt and betrayed, which creates friction in your friendship. Despite the strain, your friend is forced to seek help elsewhere, potentially facing their financial issues.","financial prudence, personal responsibility, caution, acceptance",close_relationship,"Situation: You are financially stable and your friend knows this. Your friend is struggling financially and asks you for a loan, but you know they have a history of not repaying debts and mismanaging money. Should you lend them the money, potentially enabling their poor financial habits, or refuse and possibly strain your friendship?
Action: Refuse the loan
Consequence: You refuse to lend your friend money. They feel hurt and betrayed, which creates friction in your friendship. Despite the strain, your friend is forced to seek help elsewhere, potentially facing their financial issues."
dd_18553_to_do,dd_18553,"Sarah and John have been trying to conceive for years, and they finally receive positive pregnancy news. However, Sarah has just been offered a dream job that requires intense physical labor, and taking it would potentially put the baby at risk. Should Sarah prioritize her career or her pregnancy?",Accept the job,"Sarah accepts her dream job, immersing herself in the intense physical labor it requires. Over time, this leads to health complications related to her pregnancy. The stress and strain on her body results in a miscarriage. Sarah is devastated, and her relationship with John suffers.","ambition, safety, trust, professionalism",issue_pregnancy,"Situation: Sarah and John have been trying to conceive for years, and they finally receive positive pregnancy news. However, Sarah has just been offered a dream job that requires intense physical labor, and taking it would potentially put the baby at risk. Should Sarah prioritize her career or her pregnancy?
Action: Accept the job
Consequence: Sarah accepts her dream job, immersing herself in the intense physical labor it requires. Over time, this leads to health complications related to her pregnancy. The stress and strain on her body results in a miscarriage. Sarah is devastated, and her relationship with John suffers."
dd_18553_not_to_do,dd_18553,"Sarah and John have been trying to conceive for years, and they finally receive positive pregnancy news. However, Sarah has just been offered a dream job that requires intense physical labor, and taking it would potentially put the baby at risk. Should Sarah prioritize her career or her pregnancy?",Decline the job,"Sarah decides to prioritize her pregnancy and declines the job offer. She and John happily await their baby, but she can't help but feel regret and resentment over the missed opportunity. This emotional stress strains their relationship and her self-esteem suffers.","sacrifice, love, understanding",issue_pregnancy,"Situation: Sarah and John have been trying to conceive for years, and they finally receive positive pregnancy news. However, Sarah has just been offered a dream job that requires intense physical labor, and taking it would potentially put the baby at risk. Should Sarah prioritize her career or her pregnancy?
Action: Decline the job
Consequence: Sarah decides to prioritize her pregnancy and declines the job offer. She and John happily await their baby, but she can't help but feel regret and resentment over the missed opportunity. This emotional stress strains their relationship and her self-esteem suffers."
dd_18597_to_do,dd_18597,"While walking home one evening, you stumble upon a severely injured stray animal. You want to help, but you're afraid that intervening might worsen the animal's condition or lead to an infection. Should you try to provide immediate assistance or call for professional help even if it might take longer?",Providing Immediate Assistance,"You decide to help the animal immediately. In the process, your lack of veterinary knowledge accidentally worsens the animal's condition. You also get scratched by the scared animal, which leads to a severe infection.","courage, right to life, safety, professionalism",issue_wildlife_human_environment,"Situation: While walking home one evening, you stumble upon a severely injured stray animal. You want to help, but you're afraid that intervening might worsen the animal's condition or lead to an infection. Should you try to provide immediate assistance or call for professional help even if it might take longer?
Action: Providing Immediate Assistance
Consequence: You decide to help the animal immediately. In the process, your lack of veterinary knowledge accidentally worsens the animal's condition. You also get scratched by the scared animal, which leads to a severe infection."
dd_18597_not_to_do,dd_18597,"While walking home one evening, you stumble upon a severely injured stray animal. You want to help, but you're afraid that intervening might worsen the animal's condition or lead to an infection. Should you try to provide immediate assistance or call for professional help even if it might take longer?",Waiting for Professional Help,"You decide to call for professional help and wait. However, help takes too long to arrive and the animal's condition deteriorates significantly, causing it unnecessary suffering and possibly leading to its death.","prudence, responsibility, compassion, duty",issue_wildlife_human_environment,"Situation: While walking home one evening, you stumble upon a severely injured stray animal. You want to help, but you're afraid that intervening might worsen the animal's condition or lead to an infection. Should you try to provide immediate assistance or call for professional help even if it might take longer?
Action: Waiting for Professional Help
Consequence: You decide to call for professional help and wait. However, help takes too long to arrive and the animal's condition deteriorates significantly, causing it unnecessary suffering and possibly leading to its death."
dd_18613_to_do,dd_18613,"In a camping trip, parents are responsible for their kids' safety. However, they are faced with a situation where they have to leave the kids unsupervised around a fire to search for their lost pet. Should they leave the children alone for a few minutes or risk losing their pet forever?",Leave the kids unsupervised,"The parents decided to leave the kids unsupervised to search for their pet. However, during their absence, the children accidentally knocked over the fire causing a small forest fire. The parents returned to chaos and regretted their decision.","responsibility, trust, bravery, cooperation",friend,"Situation: In a camping trip, parents are responsible for their kids' safety. However, they are faced with a situation where they have to leave the kids unsupervised around a fire to search for their lost pet. Should they leave the children alone for a few minutes or risk losing their pet forever?
Action: Leave the kids unsupervised
Consequence: The parents decided to leave the kids unsupervised to search for their pet. However, during their absence, the children accidentally knocked over the fire causing a small forest fire. The parents returned to chaos and regretted their decision."
dd_18613_not_to_do,dd_18613,"In a camping trip, parents are responsible for their kids' safety. However, they are faced with a situation where they have to leave the kids unsupervised around a fire to search for their lost pet. Should they leave the children alone for a few minutes or risk losing their pet forever?",Not to leave the kids unsupervised,"The parents decided not to leave their kids unsupervised, prioritizing their safety over their lost pet. After the camping trip, they searched for their pet but it was too late. Their pet was found by animal control and they lost their beloved pet forever.","responsibility, trust, compassion, animal welfare, empathy, animal welfare",friend,"Situation: In a camping trip, parents are responsible for their kids' safety. However, they are faced with a situation where they have to leave the kids unsupervised around a fire to search for their lost pet. Should they leave the children alone for a few minutes or risk losing their pet forever?
Action: Not to leave the kids unsupervised
Consequence: The parents decided not to leave their kids unsupervised, prioritizing their safety over their lost pet. After the camping trip, they searched for their pet but it was too late. Their pet was found by animal control and they lost their beloved pet forever."
dd_18630_to_do,dd_18630,"John's father was a war veteran who committed atrocities during the war. John's children found out and are disturbed, but John feels an obligation to honor his father's memory. Should John continue to uphold his father's image despite the negative impact it has on his children?",Upholding his father's image,"John maintains his father's image, creating a rift between him and his children. They lose trust in him and feel betrayed, leading to strained relationships.","loyalty, truth, unity",family,"Situation: John's father was a war veteran who committed atrocities during the war. John's children found out and are disturbed, but John feels an obligation to honor his father's memory. Should John continue to uphold his father's image despite the negative impact it has on his children?
Action: Upholding his father's image
Consequence: John maintains his father's image, creating a rift between him and his children. They lose trust in him and feel betrayed, leading to strained relationships."
dd_18630_not_to_do,dd_18630,"John's father was a war veteran who committed atrocities during the war. John's children found out and are disturbed, but John feels an obligation to honor his father's memory. Should John continue to uphold his father's image despite the negative impact it has on his children?",Not upholding his father's image,"John decides not to uphold his father's image, causing self-guilt and remorse. He struggles with inner turmoil, potentially leading to mental health issues. His respect for his father gets tarnished, causing a personal internal conflict.","honesty, trust, unity",family,"Situation: John's father was a war veteran who committed atrocities during the war. John's children found out and are disturbed, but John feels an obligation to honor his father's memory. Should John continue to uphold his father's image despite the negative impact it has on his children?
Action: Not upholding his father's image
Consequence: John decides not to uphold his father's image, causing self-guilt and remorse. He struggles with inner turmoil, potentially leading to mental health issues. His respect for his father gets tarnished, causing a personal internal conflict."
dd_18631_to_do,dd_18631,"You and your partner have been having disagreements about homeschooling your child. Your partner unilaterally decides to withdraw your child from school without your consent, causing you extreme anger. Should you confront your partner about their decision, potentially escalating the situation, or should you respect their decision and avoid conflict?",Confronting your partner,"Confronting your partner about their decision leads to a huge fight, causing emotional distress for everyone. Your child overhears the heated argument, leading to a strained relationship between your child and both of you, eventually affecting your child's mental health negatively.","assertiveness, security, emotional stability",issue_pregnancy,"Situation: You and your partner have been having disagreements about homeschooling your child. Your partner unilaterally decides to withdraw your child from school without your consent, causing you extreme anger. Should you confront your partner about their decision, potentially escalating the situation, or should you respect their decision and avoid conflict?
Action: Confronting your partner
Consequence: Confronting your partner about their decision leads to a huge fight, causing emotional distress for everyone. Your child overhears the heated argument, leading to a strained relationship between your child and both of you, eventually affecting your child's mental health negatively."
dd_18631_not_to_do,dd_18631,"You and your partner have been having disagreements about homeschooling your child. Your partner unilaterally decides to withdraw your child from school without your consent, causing you extreme anger. Should you confront your partner about their decision, potentially escalating the situation, or should you respect their decision and avoid conflict?",Not confronting your partner,"Not confronting your partner makes you resentful as your opinion was disregarded. This creates a rift between you two, leading to emotional distance. Your child, sensing the tension, feels insecure, which impacts their emotional well-being and performance in homeschooling.","self, emotional security",issue_pregnancy,"Situation: You and your partner have been having disagreements about homeschooling your child. Your partner unilaterally decides to withdraw your child from school without your consent, causing you extreme anger. Should you confront your partner about their decision, potentially escalating the situation, or should you respect their decision and avoid conflict?
Action: Not confronting your partner
Consequence: Not confronting your partner makes you resentful as your opinion was disregarded. This creates a rift between you two, leading to emotional distance. Your child, sensing the tension, feels insecure, which impacts their emotional well-being and performance in homeschooling."
dd_18643_to_do,dd_18643,"You are an employee at a high-end electronics store. One day, due to your careless behaviour, you accidentally drop and break a very expensive gadget that was not yet insured by the company. Should you report the incident truthfully to your boss, potentially risking your job, or hide the evidence and hope no one notices?",Reporting the incident,"You decide to confess to your boss, who is furious about the loss and decides to cut your pay to recover the cost. You are also given a formal warning, which affects your job security and future promotion opportunities.","honesty, justice, impartiality, trust",business_organization,"Situation: You are an employee at a high-end electronics store. One day, due to your careless behaviour, you accidentally drop and break a very expensive gadget that was not yet insured by the company. Should you report the incident truthfully to your boss, potentially risking your job, or hide the evidence and hope no one notices?
Action: Reporting the incident
Consequence: You decide to confess to your boss, who is furious about the loss and decides to cut your pay to recover the cost. You are also given a formal warning, which affects your job security and future promotion opportunities."
dd_18643_not_to_do,dd_18643,"You are an employee at a high-end electronics store. One day, due to your careless behaviour, you accidentally drop and break a very expensive gadget that was not yet insured by the company. Should you report the incident truthfully to your boss, potentially risking your job, or hide the evidence and hope no one notices?",Hiding the evidence,"You choose to hide the broken gadget. A few days later, a stock audit reveals the missing item. Due to the CCTV footage, your deceit is discovered, leading to your immediate termination for dishonesty.","deception, diligence, vigilance, fairness",business_organization,"Situation: You are an employee at a high-end electronics store. One day, due to your careless behaviour, you accidentally drop and break a very expensive gadget that was not yet insured by the company. Should you report the incident truthfully to your boss, potentially risking your job, or hide the evidence and hope no one notices?
Action: Hiding the evidence
Consequence: You choose to hide the broken gadget. A few days later, a stock audit reveals the missing item. Due to the CCTV footage, your deceit is discovered, leading to your immediate termination for dishonesty."
dd_18652_to_do,dd_18652,"You're a single parent working two jobs and struggling to maintain the household. Your child is an exceptional student with dreams of attending an Ivy League school, but your housework is suffering. Should you ask your child to reduce their study hours and help with the household chores, potentially affecting their academic performance?",Ask the child to help with household chores,"You asked your child to reduce studying and help with chores. Over time, your child's grades slipped significantly, causing them to lose their scholarship opportunity to the Ivy League school they'd always dreamt of attending.","responsibility, discipline, accountability, fairness",family,"Situation: You're a single parent working two jobs and struggling to maintain the household. Your child is an exceptional student with dreams of attending an Ivy League school, but your housework is suffering. Should you ask your child to reduce their study hours and help with the household chores, potentially affecting their academic performance?
Action: Ask the child to help with household chores
Consequence: You asked your child to reduce studying and help with chores. Over time, your child's grades slipped significantly, causing them to lose their scholarship opportunity to the Ivy League school they'd always dreamt of attending."
dd_18652_not_to_do,dd_18652,"You're a single parent working two jobs and struggling to maintain the household. Your child is an exceptional student with dreams of attending an Ivy League school, but your housework is suffering. Should you ask your child to reduce their study hours and help with the household chores, potentially affecting their academic performance?",Not ask the child to help with household chores,"You chose not to burden your child with chores. Your house became increasingly disorganized, eventually leading to a pest infestation. The cost of pest control and associated home repairs put you into deep debt.","sacrifice, professionalism, trustworthiness, patience",family,"Situation: You're a single parent working two jobs and struggling to maintain the household. Your child is an exceptional student with dreams of attending an Ivy League school, but your housework is suffering. Should you ask your child to reduce their study hours and help with the household chores, potentially affecting their academic performance?
Action: Not ask the child to help with household chores
Consequence: You chose not to burden your child with chores. Your house became increasingly disorganized, eventually leading to a pest infestation. The cost of pest control and associated home repairs put you into deep debt."
dd_18656_to_do,dd_18656,"John, Lisa, and their child's nanny, Maria, have always maintained open communication about the child's upbringing. Maria believes that the child should be disciplined more strictly than the parents do. Should Maria implement her own discipline methods despite the parents' disagreement?",Implementing her discipline methods,"Maria starts imposing her strict discipline. The child becomes unhappy and withdrawn. John and Lisa are upset, their trust in Maria is shattered, leading to a tense household atmosphere and eventually, Maria's termination.","autonomy, respect, trust, communication",family,"Situation: John, Lisa, and their child's nanny, Maria, have always maintained open communication about the child's upbringing. Maria believes that the child should be disciplined more strictly than the parents do. Should Maria implement her own discipline methods despite the parents' disagreement?
Action: Implementing her discipline methods
Consequence: Maria starts imposing her strict discipline. The child becomes unhappy and withdrawn. John and Lisa are upset, their trust in Maria is shattered, leading to a tense household atmosphere and eventually, Maria's termination."
dd_18656_not_to_do,dd_18656,"John, Lisa, and their child's nanny, Maria, have always maintained open communication about the child's upbringing. Maria believes that the child should be disciplined more strictly than the parents do. Should Maria implement her own discipline methods despite the parents' disagreement?",Not implementing her discipline methods,"Maria chooses to respect the parents' wishes and doesn't implement her stricter discipline method. However, she becomes frustrated as the child's behavior doesn't improve. Feeling ineffective and ignored, Maria decides to quit her job.","respect for authority, freedom, leadership, understanding",family,"Situation: John, Lisa, and their child's nanny, Maria, have always maintained open communication about the child's upbringing. Maria believes that the child should be disciplined more strictly than the parents do. Should Maria implement her own discipline methods despite the parents' disagreement?
Action: Not implementing her discipline methods
Consequence: Maria chooses to respect the parents' wishes and doesn't implement her stricter discipline method. However, she becomes frustrated as the child's behavior doesn't improve. Feeling ineffective and ignored, Maria decides to quit her job."
dd_18670_to_do,dd_18670,"As a professional pianist, you are teaching a student who shows great potential but is economically disadvantaged. You notice that the student can't afford a proper piano to practice on, which hinders their progress. Do you buy them a piano, potentially fostering dependency, or do you let them continue to struggle, potentially limiting their potential?",Buying the student a piano,"You buy the student a piano. Initially, their progress accelerates. However, as time passes, they start relying heavily on your generosity. They become less self-reliant, expecting you to bail them out of every hardship. Their motivation dwindles and their progress stagnates.","generosity, empathy, gratitude, dependence, relief, resentment",issue_personal_career,"Situation: As a professional pianist, you are teaching a student who shows great potential but is economically disadvantaged. You notice that the student can't afford a proper piano to practice on, which hinders their progress. Do you buy them a piano, potentially fostering dependency, or do you let them continue to struggle, potentially limiting their potential?
Action: Buying the student a piano
Consequence: You buy the student a piano. Initially, their progress accelerates. However, as time passes, they start relying heavily on your generosity. They become less self-reliant, expecting you to bail them out of every hardship. Their motivation dwindles and their progress stagnates."
dd_18670_not_to_do,dd_18670,"As a professional pianist, you are teaching a student who shows great potential but is economically disadvantaged. You notice that the student can't afford a proper piano to practice on, which hinders their progress. Do you buy them a piano, potentially fostering dependency, or do you let them continue to struggle, potentially limiting their potential?",Not buying the student a piano,"You choose not to buy the student a piano. The student continues to struggle, unable to practice properly. Their potential remains untapped and their dreams of becoming a professional pianist slowly fade away due to lack of resources. Their talent is wasted.","prudence, resilience, despair, frustration",issue_personal_career,"Situation: As a professional pianist, you are teaching a student who shows great potential but is economically disadvantaged. You notice that the student can't afford a proper piano to practice on, which hinders their progress. Do you buy them a piano, potentially fostering dependency, or do you let them continue to struggle, potentially limiting their potential?
Action: Not buying the student a piano
Consequence: You choose not to buy the student a piano. The student continues to struggle, unable to practice properly. Their potential remains untapped and their dreams of becoming a professional pianist slowly fade away due to lack of resources. Their talent is wasted."
dd_18805_to_do,dd_18805,"As a clinical researcher, you believe in trying everything at least one time. You're given the opportunity to test a potentially life-saving drug, but it's only been tested on animals, and may have severe side effects on humans. Should you go ahead with the human trials, knowing the potential risks involved?",Proceed with the drug trial,"You proceed with the trial, but the drug causes severe side effects in all the test subjects. Several die and others are left with permanent health issues. You face legal consequences, damage your reputation, and your research is set back significantly.","professional integrity, right to truth, justice",issue_wildlife_human_environment,"Situation: As a clinical researcher, you believe in trying everything at least one time. You're given the opportunity to test a potentially life-saving drug, but it's only been tested on animals, and may have severe side effects on humans. Should you go ahead with the human trials, knowing the potential risks involved?
Action: Proceed with the drug trial
Consequence: You proceed with the trial, but the drug causes severe side effects in all the test subjects. Several die and others are left with permanent health issues. You face legal consequences, damage your reputation, and your research is set back significantly."
